,Iteration,Fitness,FEvals,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,177.0,150,0.0034483750000617874,"[3, 4, 2, 4, 4, 1, 2, 2, 2, 4]",False,150,0.25,512
1,1,185.0,302,0.02633358399998542,"[4.0, 4.0, 4.0, 1.0, 3.0, 3.0, 4.0, 4.0, 0.0, 4.0]",False,150,0.25,512
2,2,195.0,454,0.0434488749999673,"[4.0, 4.0, 4.0, 4.0, 2.0, 1.0, 4.0, 4.0, 0.0, 4.0]",False,150,0.25,512
3,4,205.0,757,0.07553883400009909,"[4.0, 4.0, 1.0, 4.0, 4.0, 3.0, 4.0, 4.0, 0.0, 4.0]",False,150,0.25,512
4,8,211.0,1362,0.1377053749999959,"[4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 4.0, 4.0, 0.0, 4.0]",False,150,0.25,512
5,16,211.0,2570,0.2437192499999128,"[4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 4.0, 4.0, 0.0, 4.0]",False,150,0.25,512
6,32,211.0,4986,0.44862349999993967,"[4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 4.0, 4.0, 0.0, 4.0]",False,150,0.25,512
7,64,211.0,9818,0.8552872089999255,"[4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 4.0, 4.0, 0.0, 4.0]",False,150,0.25,512
8,128,211.0,19482,1.6712210840000807,"[4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 4.0, 4.0, 0.0, 4.0]",False,150,0.25,512
9,256,211.0,38810,3.2937563339999087,"[4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 4.0, 4.0, 0.0, 4.0]",False,150,0.25,512
10,512,211.0,76409,6.475937292000026,"[4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 4.0, 4.0, 0.0, 4.0]",False,150,0.25,512
11,0,177.0,150,0.0014327909998428368,"[3, 4, 2, 4, 4, 1, 2, 2, 2, 4]",False,150,0.5,512
12,1,190.0,302,0.018471540999826175,"[4.0, 4.0, 1.0, 2.0, 4.0, 2.0, 4.0, 4.0, 2.0, 4.0]",False,150,0.5,512
13,2,196.0,454,0.036525083000015,"[4.0, 4.0, 4.0, 2.0, 4.0, 0.0, 4.0, 4.0, 2.0, 4.0]",False,150,0.5,512
14,4,196.0,756,0.06890208300001177,"[4.0, 4.0, 4.0, 2.0, 4.0, 0.0, 4.0, 4.0, 2.0, 4.0]",False,150,0.5,512
15,8,199.0,1362,0.1300950830000147,"[4.0, 4.0, 4.0, 4.0, 3.0, 0.0, 4.0, 3.0, 2.0, 4.0]",False,150,0.5,512
16,16,208.0,2571,0.2381823749999512,"[4.0, 4.0, 3.0, 4.0, 4.0, 0.0, 4.0, 4.0, 2.0, 4.0]",False,150,0.5,512
17,32,208.0,4987,0.44119099999988975,"[4.0, 4.0, 3.0, 4.0, 4.0, 0.0, 4.0, 4.0, 2.0, 4.0]",False,150,0.5,512
18,64,208.0,9819,0.8484873329998663,"[4.0, 4.0, 3.0, 4.0, 4.0, 0.0, 4.0, 4.0, 2.0, 4.0]",False,150,0.5,512
19,128,208.0,19483,1.678203166000003,"[4.0, 4.0, 3.0, 4.0, 4.0, 0.0, 4.0, 4.0, 2.0, 4.0]",False,150,0.5,512
20,256,208.0,38811,3.316765415999953,"[4.0, 4.0, 3.0, 4.0, 4.0, 0.0, 4.0, 4.0, 2.0, 4.0]",False,150,0.5,512
