,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
0,0,177.0,150,0.0029447920001075545,"[3, 4, 2, 4, 4, 1, 2, 2, 2, 4]",150,0.4,2048
1,1,177.0,301,0.008515292000083718,"[3, 4, 2, 4, 4, 1, 2, 2, 2, 4]",150,0.4,2048
2,2,186.0,453,0.01311258300006557,"[4, 0, 2, 4, 4, 4, 3, 4, 0, 4]",150,0.4,2048
3,4,195.0,756,0.02123870800005534,"[4, 4, 0, 4, 4, 0, 4, 3, 4, 4]",150,0.4,2048
4,8,206.0,1361,0.03594054200016217,"[4, 4, 3, 4, 4, 0, 4, 4, 1, 4]",150,0.4,2048
5,16,210.0,2570,0.06262087499999325,"[4, 4, 4, 4, 4, 0, 4, 4, 1, 4]",150,0.4,2048
6,32,211.0,4987,0.11343637499999204,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",150,0.4,2048
7,64,211.0,9819,0.21373270800017963,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",150,0.4,2048
8,128,211.0,19483,0.4134920830001647,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",150,0.4,2048
9,256,211.0,38811,0.8140581249999741,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",150,0.4,2048
10,512,211.0,77467,1.6542144170000483,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",150,0.4,2048
11,1024,211.0,153722,3.3163196250000055,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",150,0.4,2048
12,2048,211.0,153722,3.3163196250000055,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",150,0.4,2048
13,0,177.0,150,0.0013473340000018652,"[3, 4, 2, 4, 4, 1, 2, 2, 2, 4]",150,0.5,2048
14,1,177.0,301,0.008788291999962894,"[3, 4, 2, 4, 4, 1, 2, 2, 2, 4]",150,0.5,2048
15,2,177.0,452,0.016808291999950598,"[3, 4, 2, 4, 4, 1, 2, 2, 2, 4]",150,0.5,2048
16,4,186.0,756,0.02760554199994658,"[4, 4, 4, 4, 3, 0, 1, 4, 2, 4]",150,0.5,2048
17,8,204.0,1362,0.04430174999993142,"[4, 4, 3, 4, 4, 2, 3, 4, 0, 4]",150,0.5,2048
18,16,209.0,2573,0.07337395900003685,"[4, 4, 3, 4, 4, 1, 4, 4, 1, 4]",150,0.5,2048
19,32,211.0,4991,0.12722379199999523,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",150,0.5,2048
20,64,211.0,9823,0.23070512499998586,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",150,0.5,2048
21,128,211.0,19487,0.4356550420000076,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",150,0.5,2048
22,256,211.0,38815,0.8427347920001012,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",150,0.5,2048
23,512,211.0,77471,1.6433122500000081,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",150,0.5,2048
24,1024,211.0,154330,3.2803713339999376,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",150,0.5,2048
25,2048,211.0,154330,3.2803713339999376,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",150,0.5,2048
26,0,177.0,150,0.0013158340000245516,"[3, 4, 2, 4, 4, 1, 2, 2, 2, 4]",150,0.6,2048
27,1,177.0,301,0.012249749999909909,"[3, 4, 2, 4, 4, 1, 2, 2, 2, 4]",150,0.6,2048
28,2,177.0,452,0.02364595900007771,"[3, 4, 2, 4, 4, 1, 2, 2, 2, 4]",150,0.6,2048
29,4,194.0,755,0.03779416699990179,"[4, 3, 4, 4, 3, 1, 4, 2, 3, 4]",150,0.6,2048
30,8,208.0,1360,0.05818095900008302,"[4, 3, 3, 4, 4, 3, 4, 4, 0, 4]",150,0.6,2048
31,16,210.0,2569,0.09102645899997697,"[4, 4, 3, 4, 4, 2, 4, 4, 0, 4]",150,0.6,2048
32,32,211.0,4986,0.14890679199993428,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",150,0.6,2048
33,64,211.0,9818,0.2568138750000344,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",150,0.6,2048
34,128,211.0,19482,0.46474349999994047,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",150,0.6,2048
35,256,211.0,38810,0.8761171670000749,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",150,0.6,2048
36,512,211.0,77466,1.6978637919999073,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",150,0.6,2048
37,1024,211.0,153721,3.3393174590000854,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",150,0.6,2048
38,2048,211.0,153721,3.3393174590000854,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",150,0.6,2048
39,0,177.0,200,0.0017702079999253328,"[3, 4, 2, 4, 4, 1, 2, 2, 2, 4]",200,0.4,2048
40,1,179.0,402,0.016289333000031547,"[4, 3, 3, 2, 4, 0, 4, 4, 2, 3]",200,0.4,2048
41,2,186.0,604,0.030866832999890903,"[3, 4, 3, 4, 3, 4, 3, 2, 1, 4]",200,0.4,2048
42,4,190.0,1007,0.04988958299986734,"[3, 3, 4, 4, 4, 1, 2, 4, 2, 4]",200,0.4,2048
43,8,204.0,1814,0.07766529199989236,"[4, 3, 3, 4, 4, 2, 4, 3, 2, 4]",200,0.4,2048
44,16,211.0,3426,0.12112404200001947,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",200,0.4,2048
45,32,211.0,6642,0.19816249999985303,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",200,0.4,2048
46,64,211.0,13074,0.3411646249999194,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",200,0.4,2048
47,128,211.0,25938,0.620880292000038,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",200,0.4,2048
48,256,211.0,51666,1.1742828330000066,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",200,0.4,2048
49,512,211.0,103122,2.2903122499999427,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",200,0.4,2048
50,1024,211.0,204426,4.489444000000049,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",200,0.4,2048
51,2048,211.0,204426,4.489444000000049,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",200,0.4,2048
52,0,177.0,200,0.0018218749999050488,"[3, 4, 2, 4, 4, 1, 2, 2, 2, 4]",200,0.5,2048
53,1,182.0,402,0.020433165999975245,"[4, 4, 3, 2, 4, 2, 4, 0, 4, 4]",200,0.5,2048
54,2,182.0,603,0.03901691600003687,"[4, 4, 3, 2, 4, 2, 4, 0, 4, 4]",200,0.5,2048
55,4,201.0,1007,0.06330350000007456,"[4, 4, 3, 4, 4, 3, 2, 4, 0, 4]",200,0.5,2048
56,8,205.0,1812,0.09457829100006165,"[4, 4, 4, 4, 4, 1, 3, 4, 0, 4]",200,0.5,2048
57,16,208.0,3421,0.14263879100008126,"[4, 3, 3, 4, 4, 3, 4, 4, 0, 4]",200,0.5,2048
58,32,211.0,6638,0.2241068329999507,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",200,0.5,2048
59,64,211.0,13070,0.3755024580000281,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",200,0.5,2048
60,128,211.0,25934,0.6653119580000748,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",200,0.5,2048
61,256,211.0,51662,1.2220921660000386,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",200,0.5,2048
62,512,211.0,103118,2.329536208000036,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",200,0.5,2048
63,1024,211.0,204623,4.516536332999976,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",200,0.5,2048
64,2048,211.0,204623,4.516536332999976,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",200,0.5,2048
65,0,177.0,200,0.0018174159999944095,"[3, 4, 2, 4, 4, 1, 2, 2, 2, 4]",200,0.6,2048
66,1,182.0,402,0.022822749999932057,"[4, 4, 3, 2, 4, 2, 4, 0, 4, 4]",200,0.6,2048
67,2,200.0,604,0.043994790999931865,"[4, 4, 0, 4, 4, 3, 4, 3, 2, 4]",200,0.6,2048
68,4,200.0,1006,0.06931633299996065,"[4, 4, 0, 4, 4, 3, 4, 3, 2, 4]",200,0.6,2048
69,8,204.0,1812,0.10314920799987704,"[4, 4, 3, 4, 4, 0, 4, 4, 0, 4]",200,0.6,2048
70,16,211.0,3423,0.15357591599990883,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",200,0.6,2048
71,32,211.0,6639,0.23838583299993843,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",200,0.6,2048
72,64,211.0,13071,0.39066779099994164,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",200,0.6,2048
73,128,211.0,25935,0.6774551660000725,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",200,0.6,2048
74,256,211.0,51663,1.233528582999952,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",200,0.6,2048
75,512,211.0,103119,2.3385876249999455,"[4, 4, 4, 4, 4, 1, 4, 4, 0, 4]",200,0.6,2048
