,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,177.0,0,7.654099999854225e-05,"[3, 4, 2, 4, 4, 1, 2, 2, 2, 4]",geometric,1,0.99,0.001,0.9999992307375394,1,8192
1,1,177.0,1,0.007036958000071536,"[3, 4, 2, 4, 4, 1, 2, 2, 2, 4]",geometric,1,0.99,0.001,0.9999292787095807,1,8192
2,2,177.0,2,0.008656582999947204,"[3, 4, 2, 4, 4, 1, 2, 2, 2, 4]",geometric,1,0.99,0.001,0.9999130022180334,1,8192
3,4,180.0,5,0.011696958000129598,"[3, 4, 2, 4, 4, 2, 2, 2, 2, 4]",geometric,1,0.99,0.001,0.9998824485533472,1,8192
4,8,188.0,10,0.013136457999962659,"[3, 4, 4, 4, 4, 2, 2, 2, 2, 4]",geometric,1,0.99,0.001,0.9998679829001993,1,8192
5,16,188.0,18,0.014615166000112367,"[3, 4, 4, 4, 4, 2, 2, 2, 2, 4]",geometric,1,0.99,0.001,0.9998531234605594,1,8192
6,32,188.0,34,0.016976999999997133,"[3, 4, 4, 4, 4, 2, 2, 2, 2, 4]",geometric,1,0.99,0.001,0.9998293900037561,1,8192
7,64,188.0,66,0.02109154100003252,"[3, 4, 4, 4, 4, 2, 2, 2, 2, 4]",geometric,1,0.99,0.001,0.9997880453948336,1,8192
8,128,188.0,130,0.024742583000033846,"[3, 4, 4, 4, 4, 2, 2, 2, 2, 4]",geometric,1,0.99,0.001,0.9997513596471038,1,8192
9,256,188.0,258,0.03250841599992782,"[3, 4, 4, 4, 4, 2, 2, 2, 2, 4]",geometric,1,0.99,0.001,0.9996733328684654,1,8192
10,512,188.0,514,0.06441625000002205,"[3, 4, 4, 4, 4, 2, 2, 2, 2, 4]",geometric,1,0.99,0.001,0.9993528045744419,1,8192
11,1024,188.0,1026,0.16702550000013616,"[3, 4, 4, 4, 4, 2, 2, 2, 2, 4]",geometric,1,0.99,0.001,0.9983227457945226,1,8192
12,2048,188.0,2050,0.42025929100009307,"[3, 4, 4, 4, 4, 2, 2, 2, 2, 4]",geometric,1,0.99,0.001,0.9957851604539544,1,8192
13,4096,188.0,4098,1.390647958000045,"[3, 4, 4, 4, 4, 2, 2, 2, 2, 4]",geometric,1,0.99,0.001,0.9861207385045319,1,8192
14,8192,188.0,5010,2.042663665999953,"[3, 4, 4, 4, 4, 2, 2, 2, 2, 4]",geometric,1,0.99,0.001,0.9796798387186735,1,8192
15,0,177.0,0,5.979200000183482e-05,"[3, 4, 2, 4, 4, 1, 2, 2, 2, 4]",geometric,10,0.99,0.001,9.999993990704992,10,8192
16,1,177.0,1,0.016599125000084314,"[3, 4, 2, 4, 4, 1, 2, 2, 2, 4]",geometric,10,0.99,0.001,9.998331871336886,10,8192
17,2,177.0,2,0.03298399999994217,"[3, 4, 2, 4, 4, 1, 2, 2, 2, 4]",geometric,10,0.99,0.001,9.996685546623548,10,8192
18,4,180.0,5,0.05030745800013392,"[3, 4, 2, 4, 4, 2, 2, 2, 2, 4]",geometric,10,0.99,0.001,9.994945209487662,10,8192
19,8,174.0,12,0.06636908299992683,"[3, 4, 4, 4, 4, 0, 2, 2, 2, 3]",geometric,10,0.99,0.001,9.993331908416668,10,8192
20,16,151.0,26,0.08264245800000936,"[3, 3, 4, 4, 4, 0, 3, 2, 2, 0]",geometric,10,0.99,0.001,9.99169760381133,10,8192
21,32,165.0,51,0.09889179200013132,"[3, 4, 4, 2, 4, 2, 3, 3, 1, 2]",geometric,10,0.99,0.001,9.990065980280056,10,8192
22,64,181.0,94,0.11713533300007839,"[4, 4, 4, 2, 4, 3, 2, 2, 1, 4]",geometric,10,0.99,0.001,9.988234432493076,10,8192
23,128,188.0,168,0.1362163750000036,"[4, 4, 3, 3, 4, 4, 2, 2, 1, 4]",geometric,10,0.99,0.001,9.986319163633246,10,8192
24,256,197.0,306,0.15875195800003894,"[4, 4, 3, 3, 4, 3, 4, 2, 1, 4]",geometric,10,0.99,0.001,9.984057616549027,10,8192
