,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,1063.0,0,7.408400051645003e-05,"[6, 3, 12, 14, 10, 7, 12, 4, 6, 9, 2, 6, 10, 10, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 11, 13, 5, 1, 11, 4]",geometric,1,0.99,0.001,0.9999992554311906,1,8192
1,1,1069.0,2,0.002764500000012049,"[12, 3, 12, 14, 10, 7, 12, 4, 6, 9, 2, 6, 10, 10, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 11, 13, 5, 1, 11, 4]",geometric,1,0.99,0.001,0.9999722162325089,1,8192
2,2,1069.0,3,0.004410167000060028,"[12, 3, 12, 14, 10, 7, 12, 4, 6, 9, 2, 6, 10, 10, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 11, 13, 5, 1, 11, 4]",geometric,1,0.99,0.001,0.9999556773227583,1,8192
3,4,1090.0,6,0.005796292000013636,"[12, 3, 12, 14, 10, 7, 12, 4, 6, 12, 2, 6, 10, 10, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 11, 13, 5, 1, 11, 4]",geometric,1,0.99,0.001,0.9999417470154659,1,8192
4,8,1279.0,14,0.007506584000111616,"[12, 3, 12, 14, 10, 7, 12, 4, 6, 12, 2, 6, 10, 10, 7, 4, 3, 7, 12, 2, 5, 4, 4, 7, 11, 13, 5, 14, 11, 14]",geometric,1,0.99,0.001,0.99992455915549,1,8192
5,16,1279.0,22,0.009556625000186614,"[12, 3, 12, 14, 10, 7, 12, 4, 6, 12, 2, 6, 10, 10, 7, 4, 3, 7, 12, 2, 5, 4, 4, 7, 11, 13, 5, 14, 11, 14]",geometric,1,0.99,0.001,0.9999039573215155,1,8192
6,32,1364.0,44,0.012123667000196292,"[12, 3, 12, 14, 10, 7, 12, 4, 6, 12, 2, 6, 10, 10, 8, 4, 3, 10, 12, 2, 5, 13, 4, 10, 12, 13, 5, 14, 13, 14]",geometric,1,0.99,0.001,0.9998781604979071,1,8192
7,64,1429.0,80,0.018092541999976675,"[12, 3, 12, 14, 10, 7, 12, 4, 6, 12, 2, 8, 10, 10, 8, 4, 3, 10, 12, 2, 5, 13, 14, 11, 12, 13, 5, 14, 13, 14]",geometric,1,0.99,0.001,0.9998181804076426,1,8192
8,128,1429.0,144,0.024098249999951804,"[12, 3, 12, 14, 10, 7, 12, 4, 6, 12, 2, 8, 10, 10, 8, 4, 3, 10, 12, 2, 5, 13, 14, 11, 12, 13, 5, 14, 13, 14]",geometric,1,0.99,0.001,0.9997578338209827,1,8192
9,256,1441.0,275,0.03465833400059637,"[12, 3, 12, 14, 10, 7, 12, 4, 6, 12, 2, 8, 10, 10, 8, 4, 4, 10, 12, 2, 5, 13, 14, 12, 12, 14, 5, 14, 13, 14]",geometric,1,0.99,0.001,0.9996517327622897,1,8192
