,Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
0,0,1063.0,0,0.0002488750005795737,"[6, 3, 12, 14, 10, 7, 12, 4, 6, 9, 2, 6, 10, 10, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 11, 13, 5, 1, 11, 4]",25,512,0
1,1,1069.0,2,0.005264291999992565,"[12, 3, 12, 14, 10, 7, 12, 4, 6, 9, 2, 6, 10, 10, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 11, 13, 5, 1, 11, 4]",25,512,0
2,2,1069.0,3,0.006932333000804647,"[12, 3, 12, 14, 10, 7, 12, 4, 6, 9, 2, 6, 10, 10, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 11, 13, 5, 1, 11, 4]",25,512,0
3,4,1071.0,6,0.008464000000458327,"[12, 3, 12, 14, 10, 7, 12, 4, 6, 9, 2, 6, 10, 10, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 11, 13, 5, 1, 12, 4]",25,512,0
4,8,1230.0,14,0.009712208000564715,"[12, 3, 12, 14, 10, 7, 12, 4, 6, 12, 2, 6, 10, 10, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 11, 13, 11, 14, 12, 14]",25,512,0
5,16,1298.0,26,0.010968208000122104,"[12, 3, 12, 14, 10, 7, 12, 4, 7, 12, 2, 6, 10, 10, 7, 4, 3, 7, 12, 2, 5, 4, 4, 7, 12, 13, 11, 14, 12, 14]",25,512,0
6,32,1408.0,44,0.012363667000499845,"[12, 14, 12, 14, 10, 7, 12, 4, 7, 12, 2, 6, 10, 10, 7, 4, 3, 7, 12, 2, 5, 4, 4, 7, 12, 13, 11, 14, 12, 14]",25,512,0
7,64,1408.0,76,0.014222958000573271,"[12, 14, 12, 14, 10, 7, 12, 4, 7, 12, 2, 6, 10, 10, 7, 4, 3, 7, 12, 2, 5, 4, 4, 7, 12, 13, 11, 14, 12, 14]",25,512,0
8,128,1408.0,140,0.01824091700018471,"[12, 14, 12, 14, 10, 7, 12, 4, 7, 12, 2, 6, 10, 10, 7, 4, 3, 7, 12, 2, 5, 4, 4, 7, 12, 13, 11, 14, 12, 14]",25,512,0
9,256,1411.0,269,0.02546950000032666,"[12, 14, 12, 14, 10, 7, 12, 4, 7, 12, 2, 6, 10, 10, 7, 4, 3, 7, 12, 2, 5, 4, 4, 7, 12, 14, 11, 14, 12, 14]",25,512,0
10,512,1411.0,525,0.04674812500070402,"[12, 14, 12, 14, 10, 7, 12, 4, 7, 12, 2, 6, 10, 10, 7, 4, 3, 7, 12, 2, 5, 4, 4, 7, 12, 14, 11, 14, 12, 14]",25,512,0
11,0,1113.0,525,0.050093458000446844,"[10, 10, 2, 14, 8, 6, 6, 14, 10, 5, 7, 3, 7, 3, 7, 8, 2, 2, 10, 12, 1, 12, 9, 2, 2, 4, 4, 1, 11, 9]",25,512,1
12,1,1113.0,526,0.05327500000021246,"[10, 10, 2, 14, 8, 6, 6, 14, 10, 5, 7, 3, 7, 3, 7, 8, 2, 2, 10, 12, 1, 12, 9, 2, 2, 4, 4, 1, 11, 9]",25,512,1
13,2,1138.0,528,0.05592116700063343,"[10, 10, 2, 14, 8, 6, 6, 14, 10, 5, 7, 3, 7, 3, 7, 8, 2, 2, 10, 12, 6, 12, 9, 2, 2, 4, 4, 1, 11, 9]",25,512,1
14,4,1144.0,531,0.05868404200009536,"[10, 10, 2, 14, 8, 6, 6, 14, 12, 5, 7, 3, 7, 3, 7, 8, 2, 2, 10, 12, 6, 12, 9, 2, 2, 4, 4, 1, 11, 9]",25,512,1
15,8,1216.0,538,0.0618030000005092,"[10, 10, 2, 14, 8, 6, 6, 14, 12, 5, 7, 3, 11, 10, 7, 8, 2, 2, 10, 12, 6, 12, 9, 2, 2, 14, 4, 1, 11, 9]",25,512,1
16,16,1349.0,550,0.06581441700018331,"[10, 10, 2, 14, 8, 6, 6, 14, 12, 5, 7, 3, 11, 10, 7, 13, 10, 2, 10, 12, 6, 12, 9, 2, 9, 14, 4, 1, 11, 11]",25,512,1
17,32,1435.0,572,0.07064841700048419,"[10, 10, 13, 14, 8, 6, 6, 14, 12, 5, 7, 3, 11, 11, 12, 13, 10, 2, 10, 12, 6, 14, 14, 3, 9, 14, 4, 1, 11, 11]",25,512,1
18,64,1469.0,609,0.07753608300026826,"[10, 11, 13, 14, 9, 6, 9, 14, 13, 5, 7, 3, 11, 11, 12, 13, 10, 2, 10, 12, 6, 14, 14, 3, 9, 14, 4, 1, 11, 12]",25,512,1
19,128,1471.0,674,0.08757975000025908,"[10, 11, 13, 14, 9, 6, 9, 14, 13, 5, 7, 3, 11, 12, 12, 13, 10, 2, 10, 12, 6, 14, 14, 3, 9, 14, 4, 1, 11, 12]",25,512,1
20,256,1471.0,802,0.10648616700018465,"[10, 11, 13, 14, 9, 6, 9, 14, 13, 5, 7, 3, 11, 12, 12, 13, 10, 2, 10, 12, 6, 14, 14, 3, 9, 14, 4, 1, 11, 12]",25,512,1
21,512,1471.0,1058,0.14826279200042336,"[10, 11, 13, 14, 9, 6, 9, 14, 13, 5, 7, 3, 11, 12, 12, 13, 10, 2, 10, 12, 6, 14, 14, 3, 9, 14, 4, 1, 11, 12]",25,512,1
22,0,1310.0,1058,0.15320845800033567,"[9, 8, 2, 14, 6, 9, 9, 10, 4, 13, 6, 14, 1, 3, 1, 13, 12, 12, 11, 6, 1, 12, 13, 10, 0, 8, 0, 7, 14, 1]",25,512,2
23,1,1314.0,1060,0.1573944580004536,"[9, 8, 2, 14, 6, 9, 9, 10, 4, 13, 6, 14, 1, 3, 1, 13, 12, 12, 11, 6, 1, 12, 13, 10, 0, 8, 0, 8, 14, 1]",25,512,2
24,2,1328.0,1062,0.16211554200071987,"[9, 8, 2, 14, 6, 9, 9, 10, 4, 13, 6, 14, 3, 3, 1, 13, 12, 12, 11, 6, 1, 12, 13, 10, 0, 8, 0, 8, 14, 1]",25,512,2
25,4,1355.0,1065,0.16780137500063574,"[9, 8, 2, 14, 6, 9, 9, 10, 4, 13, 6, 14, 3, 3, 1, 13, 12, 12, 14, 6, 1, 12, 13, 10, 0, 8, 0, 8, 14, 1]",25,512,2
26,8,1426.0,1072,0.17275029200027348,"[9, 8, 2, 14, 6, 9, 10, 10, 4, 13, 6, 14, 3, 3, 14, 13, 12, 12, 14, 6, 1, 12, 13, 10, 0, 8, 0, 12, 14, 1]",25,512,2
27,16,1455.0,1082,0.1786586250000255,"[9, 8, 2, 14, 13, 9, 10, 10, 4, 13, 6, 14, 3, 3, 14, 13, 12, 12, 14, 6, 1, 12, 13, 10, 0, 8, 1, 12, 14, 1]",25,512,2
28,32,1634.0,1104,0.18563600000015867,"[9, 14, 2, 14, 13, 9, 10, 10, 4, 13, 10, 14, 3, 13, 14, 13, 12, 12, 14, 13, 1, 12, 13, 11, 0, 8, 3, 12, 14, 1]",25,512,2
29,64,1655.0,1139,0.1955128750005315,"[9, 14, 2, 14, 13, 9, 10, 10, 7, 13, 11, 14, 3, 13, 14, 13, 12, 12, 14, 13, 1, 12, 13, 12, 0, 8, 3, 12, 14, 1]",25,512,2
30,128,1655.0,1203,0.2123205420002705,"[9, 14, 2, 14, 13, 9, 10, 10, 7, 13, 11, 14, 3, 13, 14, 13, 12, 12, 14, 13, 1, 12, 13, 12, 0, 8, 3, 12, 14, 1]",25,512,2
31,256,1655.0,1331,0.24304970800039882,"[9, 14, 2, 14, 13, 9, 10, 10, 7, 13, 11, 14, 3, 13, 14, 13, 12, 12, 14, 13, 1, 12, 13, 12, 0, 8, 3, 12, 14, 1]",25,512,2
32,512,1655.0,1587,0.30641012500018405,"[9, 14, 2, 14, 13, 9, 10, 10, 7, 13, 11, 14, 3, 13, 14, 13, 12, 12, 14, 13, 1, 12, 13, 12, 0, 8, 3, 12, 14, 1]",25,512,2
33,0,1285.0,1587,0.3133068750003076,"[1, 14, 4, 3, 14, 13, 12, 2, 6, 10, 11, 5, 13, 6, 4, 12, 5, 4, 13, 6, 1, 13, 10, 4, 5, 5, 14, 4, 9, 6]",25,512,3
34,1,1294.0,1589,0.3196746670000721,"[1, 14, 4, 3, 14, 13, 12, 2, 6, 10, 11, 5, 13, 6, 4, 12, 5, 4, 13, 6, 1, 13, 10, 4, 5, 8, 14, 4, 9, 6]",25,512,3
35,2,1294.0,1590,0.3262172080003438,"[1, 14, 4, 3, 14, 13, 12, 2, 6, 10, 11, 5, 13, 6, 4, 12, 5, 4, 13, 6, 1, 13, 10, 4, 5, 8, 14, 4, 9, 6]",25,512,3
36,4,1351.0,1594,0.3331792500002848,"[13, 14, 4, 3, 14, 13, 12, 2, 6, 10, 11, 5, 13, 6, 4, 12, 5, 4, 13, 6, 10, 13, 10, 4, 5, 8, 14, 4, 9, 6]",25,512,3
37,8,1441.0,1599,0.3402735830004531,"[13, 14, 4, 3, 14, 13, 12, 2, 6, 10, 11, 5, 13, 6, 4, 12, 5, 13, 13, 6, 10, 13, 10, 4, 5, 8, 14, 4, 9, 6]",25,512,3
38,16,1451.0,1608,0.3485355830007393,"[13, 14, 4, 3, 14, 13, 12, 2, 6, 10, 11, 5, 13, 6, 4, 12, 5, 13, 13, 7, 10, 13, 10, 4, 5, 8, 14, 4, 9, 6]",25,512,3
39,32,1459.0,1625,0.3592893330005609,"[13, 14, 4, 3, 14, 13, 12, 2, 6, 10, 11, 5, 13, 6, 4, 12, 9, 13, 13, 7, 10, 13, 10, 4, 5, 8, 14, 4, 9, 6]",25,512,3
40,64,1459.0,1657,0.3735415830005877,"[13, 14, 4, 3, 14, 13, 12, 2, 6, 10, 11, 5, 13, 6, 4, 12, 9, 13, 13, 7, 10, 13, 10, 4, 5, 8, 14, 4, 9, 6]",25,512,3
41,128,1459.0,1721,0.3960710420005853,"[13, 14, 4, 3, 14, 13, 12, 2, 6, 10, 11, 5, 13, 6, 4, 12, 9, 13, 13, 7, 10, 13, 10, 4, 5, 8, 14, 4, 9, 6]",25,512,3
42,256,1469.0,1850,0.43813987500016083,"[13, 14, 4, 3, 14, 13, 12, 2, 6, 10, 11, 5, 13, 6, 4, 12, 9, 13, 13, 8, 10, 13, 10, 4, 5, 8, 14, 4, 9, 6]",25,512,3
43,512,1472.0,2107,0.5227711250008724,"[13, 14, 4, 3, 14, 13, 12, 2, 6, 10, 11, 5, 13, 6, 4, 12, 9, 13, 13, 8, 10, 13, 10, 4, 5, 9, 14, 4, 9, 6]",25,512,3
44,0,0.0,2107,0.5314604170007442,"[6, 6, 8, 6, 12, 10, 13, 2, 10, 12, 14, 13, 12, 0, 7, 11, 2, 11, 7, 7, 12, 4, 12, 11, 12, 0, 12, 9, 6, 11]",25,512,4
45,1,0.0,2108,0.540789250000671,"[6, 6, 8, 6, 12, 10, 13, 2, 10, 12, 14, 13, 12, 0, 7, 11, 2, 11, 7, 7, 12, 4, 12, 11, 12, 0, 12, 9, 6, 11]",25,512,4
46,2,0.0,2109,0.5492989580006906,"[6, 6, 8, 6, 12, 10, 13, 2, 10, 12, 14, 13, 12, 0, 7, 11, 2, 11, 7, 7, 12, 4, 12, 11, 12, 0, 12, 9, 6, 11]",25,512,4
47,4,0.0,2111,0.5580326250001235,"[6, 6, 8, 6, 12, 10, 13, 2, 10, 12, 14, 13, 12, 0, 7, 11, 2, 11, 7, 7, 12, 4, 12, 11, 12, 0, 12, 9, 6, 11]",25,512,4
48,8,1415.0,2116,0.5672382500006279,"[6, 6, 8, 6, 12, 10, 13, 2, 10, 12, 14, 13, 12, 0, 7, 11, 2, 1, 7, 7, 12, 4, 12, 11, 12, 0, 12, 9, 6, 11]",25,512,4
49,16,1415.0,2124,0.5774014170001465,"[6, 6, 8, 6, 12, 10, 13, 2, 10, 12, 14, 13, 12, 0, 7, 11, 2, 1, 7, 7, 12, 4, 12, 11, 12, 0, 12, 9, 6, 11]",25,512,4
50,32,1419.0,2141,0.5897830420008177,"[6, 6, 8, 6, 12, 10, 13, 2, 10, 12, 14, 13, 12, 2, 7, 11, 2, 1, 7, 7, 12, 4, 12, 11, 12, 0, 12, 9, 6, 11]",25,512,4
51,64,1420.0,2174,0.6084322920005434,"[7, 6, 8, 6, 12, 10, 13, 2, 10, 12, 14, 13, 12, 2, 7, 11, 2, 1, 7, 7, 12, 4, 12, 11, 12, 0, 12, 9, 6, 11]",25,512,4
