,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
0,0,2674.1961002880785,150,0.00307212499956222,"[0, 13, 8, 1, 15, 5, 20, 11, 3, 4, 17, 12, 18, 16, 2, 9, 21, 7, 10, 14, 19, 6]",150,0.4,2048
1,1,1964.6520574960196,302,0.015040165999380406,"[17, 21, 10, 15, 18, 0, 12, 8, 4, 14, 9, 19, 7, 3, 13, 6, 20, 2, 16, 5, 1, 11]",150,0.4,2048
2,2,1964.6520574960196,453,0.024786207999568433,"[17, 21, 10, 15, 18, 0, 12, 8, 4, 14, 9, 19, 7, 3, 13, 6, 20, 2, 16, 5, 1, 11]",150,0.4,2048
3,4,1771.2623993432812,757,0.041961832999731996,"[8, 17, 12, 3, 21, 7, 16, 13, 6, 2, 1, 11, 15, 5, 9, 18, 14, 19, 10, 20, 4, 0]",150,0.4,2048
4,8,1644.3868336688724,1362,0.07410745800007135,"[11, 15, 4, 17, 9, 5, 21, 19, 10, 18, 0, 12, 8, 14, 7, 3, 13, 6, 20, 2, 16, 1]",150,0.4,2048
5,16,1559.153614227418,2571,0.1364804999993794,"[11, 4, 15, 14, 0, 8, 17, 12, 3, 21, 7, 16, 2, 6, 13, 18, 10, 1, 5, 9, 19, 20]",150,0.4,2048
6,32,1260.2759883585225,4994,0.25998916599928634,"[11, 17, 4, 15, 14, 0, 8, 12, 5, 19, 2, 21, 3, 7, 16, 9, 20, 13, 6, 10, 18, 1]",150,0.4,2048
7,64,1066.4549755813018,9839,0.5128796660001171,"[11, 15, 14, 17, 4, 8, 0, 12, 9, 5, 3, 7, 21, 16, 2, 19, 20, 18, 13, 10, 6, 1]",150,0.4,2048
8,128,971.177884752189,19514,1.0008584159995735,"[9, 1, 11, 17, 15, 4, 8, 0, 12, 14, 5, 3, 7, 21, 2, 16, 19, 20, 18, 6, 13, 10]",150,0.4,2048
9,256,928.9705280797265,38846,1.9647359159998814,"[9, 1, 11, 15, 12, 0, 8, 4, 17, 14, 5, 3, 7, 21, 2, 16, 19, 20, 13, 10, 6, 18]",150,0.4,2048
10,512,899.008477861967,77508,3.885278957999617,"[6, 20, 18, 9, 1, 11, 15, 4, 8, 0, 12, 17, 14, 5, 3, 7, 21, 2, 16, 19, 13, 10]",150,0.4,2048
11,1024,899.008477861967,154820,7.748284958000113,"[6, 20, 18, 9, 1, 11, 15, 4, 8, 0, 12, 17, 14, 5, 3, 7, 21, 2, 16, 19, 13, 10]",150,0.4,2048
12,2048,899.008477861967,206764,10.36481320799976,"[6, 20, 18, 9, 1, 11, 15, 4, 8, 0, 12, 17, 14, 5, 3, 7, 21, 2, 16, 19, 13, 10]",150,0.4,2048
13,0,2674.1961002880785,150,0.002365583000027982,"[0, 13, 8, 1, 15, 5, 20, 11, 3, 4, 17, 12, 18, 16, 2, 9, 21, 7, 10, 14, 19, 6]",150,0.5,2048
14,1,1927.774750077274,302,0.01613683300001867,"[17, 2, 20, 3, 18, 16, 21, 7, 11, 1, 6, 10, 19, 13, 5, 4, 0, 15, 9, 14, 12, 8]",150,0.5,2048
15,2,1834.6394154711468,454,0.03034712499993475,"[12, 15, 8, 17, 21, 10, 18, 0, 4, 14, 9, 19, 7, 3, 13, 6, 20, 2, 16, 5, 1, 11]",150,0.5,2048
16,4,1785.1179064624318,758,0.05172195799968904,"[4, 8, 12, 15, 17, 21, 10, 5, 0, 14, 9, 19, 7, 3, 13, 6, 20, 2, 16, 18, 1, 11]",150,0.5,2048
17,8,1785.1179064624318,1362,0.0880931249994319,"[4, 8, 12, 15, 17, 21, 10, 5, 0, 14, 9, 19, 7, 3, 13, 6, 20, 2, 16, 18, 1, 11]",150,0.5,2048
18,16,1556.841550872803,2574,0.1545438329994795,"[3, 7, 21, 15, 0, 4, 12, 8, 1, 11, 16, 2, 19, 14, 17, 20, 18, 6, 10, 13, 5, 9]",150,0.5,2048
19,32,1213.1134954330626,4997,0.2813176249992466,"[3, 7, 21, 15, 4, 12, 8, 0, 17, 14, 1, 11, 16, 2, 19, 20, 18, 6, 10, 13, 9, 5]",150,0.5,2048
