,Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
0,0,2674.1961002880785,0,0.0009559170002830797,"[0, 13, 8, 1, 15, 5, 20, 11, 3, 4, 17, 12, 18, 16, 2, 9, 21, 7, 10, 14, 19, 6]",25,512,0
1,1,2674.1961002880785,1,0.009766208000655752,"[0, 13, 8, 1, 15, 5, 20, 11, 3, 4, 17, 12, 18, 16, 2, 9, 21, 7, 10, 14, 19, 6]",25,512,0
2,2,2674.1961002880785,2,0.011353250000865955,"[0, 13, 8, 1, 15, 5, 20, 11, 3, 4, 17, 12, 18, 16, 2, 9, 21, 7, 10, 14, 19, 6]",25,512,0
3,4,2667.096008275515,6,0.012672542000473186,"[8, 1, 0, 13, 15, 5, 20, 11, 3, 4, 17, 12, 18, 16, 2, 9, 21, 7, 10, 14, 19, 6]",25,512,0
4,8,2577.7321445777197,11,0.0139345420002428,"[8, 1, 0, 9, 15, 5, 20, 11, 3, 4, 17, 12, 18, 16, 2, 13, 21, 7, 10, 14, 19, 6]",25,512,0
5,16,2554.3915122304184,21,0.015809292000085406,"[8, 1, 0, 9, 12, 5, 20, 11, 4, 3, 17, 15, 18, 16, 2, 13, 21, 7, 10, 14, 19, 6]",25,512,0
6,32,2525.220762621755,38,0.01775250000082451,"[8, 1, 0, 9, 12, 5, 20, 3, 4, 11, 17, 15, 18, 16, 2, 13, 21, 7, 10, 14, 19, 6]",25,512,0
7,64,1881.490935466284,79,0.020276167000702117,"[8, 1, 17, 15, 14, 5, 20, 10, 11, 12, 0, 4, 18, 16, 2, 13, 21, 7, 9, 6, 19, 3]",25,512,0
8,128,1580.1502198282105,151,0.025371833000463084,"[8, 14, 17, 15, 1, 20, 13, 10, 11, 4, 0, 12, 5, 7, 2, 3, 21, 16, 19, 6, 9, 18]",25,512,0
9,256,1254.24601286459,286,0.03512612500071555,"[5, 14, 17, 15, 1, 6, 13, 10, 11, 4, 0, 8, 12, 7, 3, 21, 2, 16, 19, 20, 9, 18]",25,512,0
10,512,1190.4811859436008,544,0.06273558300017612,"[5, 14, 17, 15, 1, 6, 13, 10, 11, 4, 8, 0, 12, 7, 3, 21, 2, 16, 19, 20, 18, 9]",25,512,0
