,Iteration,Fitness,FEvals,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,3.0,150,0.002464707999934035,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",False,150,0.25,512
1,1,18.0,302,0.01789595799982635,"[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",False,150,0.25,512
2,2,18.0,453,0.033854832999622886,"[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",False,150,0.25,512
3,4,18.0,755,0.061479040999984136,"[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",False,150,0.25,512
4,8,18.0,1359,0.1113279579999471,"[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",False,150,0.25,512
5,16,18.0,2567,0.21064362499964773,"[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",False,150,0.25,512
6,32,18.0,4983,0.40971512499982055,"[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",False,150,0.25,512
7,64,18.0,9815,0.8056149159997403,"[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",False,150,0.25,512
8,128,18.0,19479,1.588100540999676,"[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",False,150,0.25,512
9,256,18.0,38807,3.1580148329999247,"[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",False,150,0.25,512
10,512,18.0,75802,6.220981457999642,"[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",False,150,0.25,512
11,0,3.0,150,0.0011734169997907884,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",False,150,0.5,512
12,1,18.0,302,0.017520542000056594,"[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",False,150,0.5,512
