,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
0,0,3.0,150,0.002758624999842141,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",150,0.4,2048
1,1,18.0,302,0.008307540999794583,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",150,0.4,2048
2,2,18.0,453,0.012909832999866921,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",150,0.4,2048
3,4,18.0,755,0.02102137500014578,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",150,0.4,2048
4,8,18.0,1359,0.03441824999981691,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",150,0.4,2048
5,16,18.0,2567,0.0591012499999124,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",150,0.4,2048
6,32,18.0,4983,0.10737412499975107,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",150,0.4,2048
7,64,18.0,9815,0.20461900000009337,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",150,0.4,2048
8,128,18.0,19479,0.3887397079997754,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",150,0.4,2048
9,256,18.0,38807,0.7521983329997965,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",150,0.4,2048
10,512,18.0,77463,1.4842439579997517,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",150,0.4,2048
11,1024,18.0,151302,2.909750833000089,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",150,0.4,2048
12,2048,18.0,151302,2.909750833000089,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",150,0.4,2048
13,0,3.0,150,0.0010900829997808614,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",150,0.5,2048
14,1,18.0,302,0.009322082999915438,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",150,0.5,2048
15,2,18.0,453,0.017712791999656474,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",150,0.5,2048
16,4,18.0,755,0.028093749999698048,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",150,0.5,2048
17,8,18.0,1359,0.04486499999984517,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",150,0.5,2048
18,16,18.0,2567,0.07225520799966034,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",150,0.5,2048
19,32,18.0,4983,0.12294145799978651,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",150,0.5,2048
20,64,18.0,9815,0.21892308299993601,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",150,0.5,2048
21,128,18.0,19479,0.4053380419995847,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",150,0.5,2048
22,256,18.0,38807,0.7760551249998571,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",150,0.5,2048
23,512,18.0,77463,1.5175500829996054,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",150,0.5,2048
24,1024,18.0,151302,2.96266416699973,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",150,0.5,2048
25,2048,18.0,151302,2.96266416699973,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",150,0.5,2048
26,0,3.0,150,0.0010841670000445447,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",150,0.6,2048
27,1,17.0,302,0.011341459000050236,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",150,0.6,2048
28,2,17.0,453,0.021725459000208502,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",150,0.6,2048
29,4,17.0,755,0.0349834590001592,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",150,0.6,2048
30,8,18.0,1360,0.05437191700002586,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",150,0.6,2048
31,16,18.0,2568,0.08484662499995466,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",150,0.6,2048
32,32,18.0,4984,0.13837387500007026,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",150,0.6,2048
33,64,18.0,9816,0.2383690840001691,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",150,0.6,2048
34,128,18.0,19480,0.4307052920003116,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",150,0.6,2048
35,256,18.0,38808,0.8074223339999662,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",150,0.6,2048
36,512,18.0,77464,1.559030041999904,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",150,0.6,2048
37,1024,18.0,152058,3.039458375000322,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",150,0.6,2048
38,2048,18.0,152058,3.039458375000322,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",150,0.6,2048
39,0,3.0,200,0.0013958750000711007,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",200,0.4,2048
40,1,18.0,402,0.015983458000391693,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",200,0.4,2048
41,2,18.0,603,0.03106570800036934,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",200,0.4,2048
42,4,18.0,1005,0.049898292000307265,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",200,0.4,2048
43,8,18.0,1809,0.07606299999997646,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",200,0.4,2048
44,16,18.0,3417,0.11785016700014239,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",200,0.4,2048
45,32,18.0,6633,0.19046412500028964,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",200,0.4,2048
46,64,18.0,13065,0.3238875000001826,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",200,0.4,2048
47,128,18.0,25929,0.5835452500000429,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",200,0.4,2048
48,256,18.0,51657,1.2187587500002337,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",200,0.4,2048
49,512,18.0,103113,2.2382678750000196,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",200,0.4,2048
50,1024,18.0,201402,4.284900208000181,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",200,0.4,2048
51,2048,18.0,201402,4.284900208000181,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",200,0.4,2048
52,0,3.0,200,0.0014223749999473512,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",200,0.5,2048
53,1,18.0,402,0.020912458000111656,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",200,0.5,2048
54,2,18.0,603,0.03961691700033043,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",200,0.5,2048
55,4,18.0,1005,0.06206762500005425,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",200,0.5,2048
56,8,18.0,1809,0.09437108300016916,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",200,0.5,2048
57,16,18.0,3417,0.14278554200018334,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",200,0.5,2048
58,32,18.0,6633,0.2245293330001914,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",200,0.5,2048
59,64,18.0,13065,0.37357966700028555,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",200,0.5,2048
60,128,18.0,25929,0.6430035000003045,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",200,0.5,2048
61,256,18.0,51657,1.1586799579999933,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",200,0.5,2048
62,512,18.0,103113,2.216162042000178,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",200,0.5,2048
63,1024,18.0,201402,4.18195708300027,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",200,0.5,2048
64,2048,18.0,201402,4.18195708300027,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",200,0.5,2048
65,0,3.0,200,0.0014260419998208818,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",200,0.6,2048
66,1,18.0,402,0.02357308299997385,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",200,0.6,2048
67,2,18.0,603,0.04506233299980522,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",200,0.6,2048
68,4,18.0,1005,0.07049295800015898,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",200,0.6,2048
69,8,18.0,1809,0.10420254200016643,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",200,0.6,2048
70,16,18.0,3417,0.153084458000194,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",200,0.6,2048
71,32,18.0,6633,0.2327284170000894,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",200,0.6,2048
72,64,18.0,13065,0.3753249169999435,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",200,0.6,2048
73,128,18.0,25929,0.6441176250000353,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",200,0.6,2048
74,256,18.0,51657,1.1625937079998039,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",200,0.6,2048
75,512,18.0,103113,2.1922365000000354,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",200,0.6,2048
76,1024,18.0,201402,4.196335083000122,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",200,0.6,2048
77,2048,18.0,201402,4.196335083000122,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",200,0.6,2048
78,0,3.0,300,0.002049167000222951,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",300,0.4,2048
79,1,18.0,602,0.027911666999898443,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",300,0.4,2048
80,2,18.0,903,0.05409166700019341,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",300,0.4,2048
81,4,18.0,1505,0.08568987500029834,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",300,0.4,2048
82,8,18.0,2709,0.12984675000006973,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",300,0.4,2048
83,16,18.0,5117,0.19736470900033964,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",300,0.4,2048
84,32,18.0,9933,0.31135937499993815,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",300,0.4,2048
85,64,18.0,19565,0.519503167000039,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",300,0.4,2048
86,128,18.0,38829,0.9172327920000498,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",300,0.4,2048
87,256,18.0,77357,1.6963897919999908,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",300,0.4,2048
