,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,2.0,0,8.191599999918253e-05,"[0, 1, 0, 0, 0]",geometric,1,0.99,0.001,0.9999991767170271,1,8192
1,1,3.0,2,0.005257415999949444,"[0, 1, 0, 0, 1]",geometric,1,0.99,0.001,0.9999471625994235,1,8192
2,0,2.0,0,5.399999963628943e-05,"[0, 1, 0, 0, 0]",geometric,10,0.99,0.001,9.99999457282015,10,8192
3,1,3.0,2,0.0016415829995821696,"[0, 1, 0, 0, 1]",geometric,10,0.99,0.001,9.999835016756217,10,8192
4,0,2.0,0,3.633400001490372e-05,"[0, 1, 0, 0, 0]",geometric,50,0.99,0.001,49.99998174155818,50,8192
5,1,3.0,2,0.002731500000209053,"[0, 1, 0, 0, 1]",geometric,50,0.99,0.001,49.998627394221515,50,8192
6,0,2.0,0,4.491699974096264e-05,"[0, 1, 0, 0, 0]",geometric,100,0.99,0.001,99.9999548569169,100,8192
7,1,3.0,2,0.0014064580000194837,"[0, 1, 0, 0, 1]",geometric,100,0.99,0.001,99.99858647246398,100,8192
8,0,2.0,0,3.454099987720838e-05,"[0, 1, 0, 0, 0]",geometric,250,0.99,0.001,249.9999132128527,250,8192
9,1,3.0,2,0.0014158750000206055,"[0, 1, 0, 0, 1]",geometric,250,0.99,0.001,249.99644252049237,250,8192
10,0,2.0,0,3.5958000353275565e-05,"[0, 1, 0, 0, 0]",geometric,500,0.99,0.001,499.99981930504254,500,8192
11,1,3.0,2,0.0016990830004033342,"[0, 1, 0, 0, 1]",geometric,500,0.99,0.001,499.9914618955015,500,8192
12,0,2.0,0,3.362500001458102e-05,"[0, 1, 0, 0, 0]",geometric,1000,0.99,0.001,999.9996620575139,1000,8192
13,1,3.0,2,0.0014154169998619182,"[0, 1, 0, 0, 1]",geometric,1000,0.99,0.001,999.9857746849594,1000,8192
14,0,2.0,0,3.354199998284457e-05,"[0, 1, 0, 0, 0]",geometric,2500,0.99,0.001,2499.9991572292297,2500,8192
15,1,3.0,2,0.0013645839999298914,"[0, 1, 0, 0, 1]",geometric,2500,0.99,0.001,2499.96571391636,2500,8192
16,0,2.0,0,3.3292000352957984e-05,"[0, 1, 0, 0, 0]",geometric,5000,0.99,0.001,4999.998327021356,5000,8192
17,1,3.0,2,0.001904209000258561,"[0, 1, 0, 0, 1]",geometric,5000,0.99,0.001,4999.904311215707,5000,8192
18,0,2.0,0,6.245799977477873e-05,"[0, 1, 0, 0, 0]",geometric,10000,0.99,0.001,9999.993722763225,10000,8192
19,1,3.0,2,0.0022563749998880667,"[0, 1, 0, 0, 1]",geometric,10000,0.99,0.001,9999.773229305683,10000,8192
