,Iteration,Fitness,FEvals,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,1746.068052446119,150,0.004833417000099871,"[9, 11, 0, 12, 5, 8, 2, 1, 13, 4, 7, 10, 3, 6]",False,150,0.25,512
1,1,1152.063370609945,302,0.06684812499997861,"[10, 2, 12, 8, 5, 7, 3, 13, 9, 0, 4, 1, 6, 11]",False,150,0.25,512
2,2,1061.1152856006813,454,0.12590258399995946,"[10, 11, 4, 6, 13, 0, 7, 3, 5, 12, 8, 2, 9, 1]",False,150,0.25,512
3,4,1061.1152856006813,756,0.23898212500034788,"[10, 11, 4, 6, 13, 0, 7, 3, 5, 12, 8, 2, 9, 1]",False,150,0.25,512
4,8,1061.1152856006813,1360,0.44771845900004337,"[10, 11, 4, 6, 13, 0, 7, 3, 5, 12, 8, 2, 9, 1]",False,150,0.25,512
5,16,1061.1152856006813,2568,0.8606490420002046,"[10, 11, 4, 6, 13, 0, 7, 3, 5, 12, 8, 2, 9, 1]",False,150,0.25,512
6,32,1061.1152856006813,4984,1.72409054200034,"[10, 11, 4, 6, 13, 0, 7, 3, 5, 12, 8, 2, 9, 1]",False,150,0.25,512
7,64,1061.1152856006813,9816,3.4088491249999606,"[10, 11, 4, 6, 13, 0, 7, 3, 5, 12, 8, 2, 9, 1]",False,150,0.25,512
8,128,1061.1152856006813,19480,6.7159784590003255,"[10, 11, 4, 6, 13, 0, 7, 3, 5, 12, 8, 2, 9, 1]",False,150,0.25,512
9,256,1061.1152856006813,38808,13.333529250000083,"[10, 11, 4, 6, 13, 0, 7, 3, 5, 12, 8, 2, 9, 1]",False,150,0.25,512
10,512,1061.1152856006813,75954,26.295551250000244,"[10, 11, 4, 6, 13, 0, 7, 3, 5, 12, 8, 2, 9, 1]",False,150,0.25,512
11,0,1746.068052446119,150,0.0019363329997759138,"[9, 11, 0, 12, 5, 8, 2, 1, 13, 4, 7, 10, 3, 6]",False,150,0.5,512
12,1,1167.6396134465965,302,0.07162204199994449,"[11, 13, 1, 10, 9, 4, 3, 7, 12, 8, 2, 5, 6, 0]",False,150,0.5,512
13,2,1154.8955704110183,454,0.1324523749999571,"[13, 11, 1, 2, 3, 5, 9, 7, 12, 8, 6, 10, 4, 0]",False,150,0.5,512
14,4,1145.0138457267267,757,0.24827208299984704,"[11, 7, 3, 12, 8, 1, 0, 9, 5, 4, 2, 10, 13, 6]",False,150,0.5,512
15,8,949.1492376008266,1365,0.476567624999916,"[7, 3, 5, 4, 0, 12, 2, 9, 1, 10, 11, 6, 13, 8]",False,150,0.5,512
16,16,935.0157428828321,2574,0.9179451250001875,"[7, 3, 5, 8, 12, 0, 2, 9, 4, 10, 11, 13, 6, 1]",False,150,0.5,512
17,32,935.0157428828321,4990,1.7818309170002067,"[7, 3, 5, 8, 12, 0, 2, 9, 4, 10, 11, 13, 6, 1]",False,150,0.5,512
18,64,935.0157428828321,9822,3.4832960419998926,"[7, 3, 5, 8, 12, 0, 2, 9, 4, 10, 11, 13, 6, 1]",False,150,0.5,512
19,128,935.0157428828321,19486,6.7736177920000955,"[7, 3, 5, 8, 12, 0, 2, 9, 4, 10, 11, 13, 6, 1]",False,150,0.5,512
20,256,935.0157428828321,38814,13.362929082999926,"[7, 3, 5, 8, 12, 0, 2, 9, 4, 10, 11, 13, 6, 1]",False,150,0.5,512
21,512,935.0157428828321,77470,26.54407587500009,"[7, 3, 5, 8, 12, 0, 2, 9, 4, 10, 11, 13, 6, 1]",False,150,0.5,512
22,0,1746.068052446119,150,0.0019526249998307321,"[9, 11, 0, 12, 5, 8, 2, 1, 13, 4, 7, 10, 3, 6]",False,150,0.75,512
23,1,1145.4856823271834,302,0.06562141699987478,"[7, 12, 3, 2, 0, 4, 5, 8, 13, 10, 6, 1, 11, 9]",False,150,0.75,512
24,2,1145.4856823271834,453,0.1298380839998572,"[7, 12, 3, 2, 0, 4, 5, 8, 13, 10, 6, 1, 11, 9]",False,150,0.75,512
25,4,1023.4142834878566,757,0.2512479170000006,"[2, 9, 1, 11, 6, 13, 10, 0, 4, 7, 12, 8, 3, 5]",False,150,0.75,512
26,8,1023.4142834878566,1361,0.4849027919999571,"[2, 9, 1, 11, 6, 13, 10, 0, 4, 7, 12, 8, 3, 5]",False,150,0.75,512
27,16,1009.7621995450446,2570,0.9380022089999329,"[2, 9, 1, 6, 11, 13, 10, 0, 4, 7, 12, 8, 3, 5]",False,150,0.75,512
28,32,1009.7621995450446,4986,1.827979583999877,"[2, 9, 1, 6, 11, 13, 10, 0, 4, 7, 12, 8, 3, 5]",False,150,0.75,512
29,64,1009.7621995450446,9818,3.52668045900009,"[2, 9, 1, 6, 11, 13, 10, 0, 4, 7, 12, 8, 3, 5]",False,150,0.75,512
30,128,1009.7621995450446,19482,6.884582583999872,"[2, 9, 1, 6, 11, 13, 10, 0, 4, 7, 12, 8, 3, 5]",False,150,0.75,512
31,256,1009.7621995450446,38810,13.462544999999864,"[2, 9, 1, 6, 11, 13, 10, 0, 4, 7, 12, 8, 3, 5]",False,150,0.75,512
32,512,1009.7621995450446,77466,26.720432042000084,"[2, 9, 1, 6, 11, 13, 10, 0, 4, 7, 12, 8, 3, 5]",False,150,0.75,512
33,0,1746.068052446119,200,0.0024869579997357505,"[9, 11, 0, 12, 5, 8, 2, 1, 13, 4, 7, 10, 3, 6]",False,200,0.25,512
34,1,1097.5743767273686,402,0.07526562499970169,"[10, 13, 11, 6, 1, 3, 5, 4, 7, 12, 0, 8, 9, 2]",False,200,0.25,512
35,2,1026.187213477748,604,0.1477344169998105,"[7, 8, 12, 2, 5, 3, 4, 0, 9, 13, 11, 6, 10, 1]",False,200,0.25,512
36,4,994.023568647674,1007,0.28742108300002656,"[7, 8, 12, 2, 5, 3, 4, 11, 1, 13, 10, 6, 9, 0]",False,200,0.25,512
37,8,994.023568647674,1811,0.5552203749998625,"[7, 8, 12, 2, 5, 3, 4, 11, 1, 13, 10, 6, 9, 0]",False,200,0.25,512
38,16,994.023568647674,3419,1.0851977079996686,"[7, 8, 12, 2, 5, 3, 4, 11, 1, 13, 10, 6, 9, 0]",False,200,0.25,512
39,32,994.023568647674,6635,2.0947589170000356,"[7, 8, 12, 2, 5, 3, 4, 11, 1, 13, 10, 6, 9, 0]",False,200,0.25,512
40,64,994.023568647674,13067,4.069274167000003,"[7, 8, 12, 2, 5, 3, 4, 11, 1, 13, 10, 6, 9, 0]",False,200,0.25,512
41,128,994.023568647674,25931,8.120887416999722,"[7, 8, 12, 2, 5, 3, 4, 11, 1, 13, 10, 6, 9, 0]",False,200,0.25,512
42,256,994.023568647674,51659,16.02423299999964,"[7, 8, 12, 2, 5, 3, 4, 11, 1, 13, 10, 6, 9, 0]",False,200,0.25,512
43,512,994.023568647674,101507,31.38324383300005,"[7, 8, 12, 2, 5, 3, 4, 11, 1, 13, 10, 6, 9, 0]",False,200,0.25,512
