,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,532.3904293878462,0,0.0004085419999455553,"[1, 4, 2, 0, 3]",geometric,1,0.99,0.001,0.9999958940241198,1,8192
1,1,532.3904293878462,1,0.008782709000001887,"[1, 4, 2, 0, 3]",geometric,1,0.99,0.001,0.9999117347204555,1,8192
2,2,532.3904293878462,2,0.013391333999948074,"[1, 4, 2, 0, 3]",geometric,1,0.99,0.001,0.9998654216522525,1,8192
3,4,527.4894081678625,5,0.016454333999945447,"[1, 4, 3, 0, 2]",geometric,1,0.99,0.001,0.9998346420901814,1,8192
4,8,498.23514413629016,10,0.017958334000013565,"[3, 4, 1, 0, 2]",geometric,1,0.99,0.001,0.9998195289987812,1,8192
5,16,498.23514413629016,18,0.019461459000012837,"[3, 4, 1, 0, 2]",geometric,1,0.99,0.001,0.999804424928149,1,8192
6,32,498.23514413629016,34,0.021167333999983384,"[3, 4, 1, 0, 2]",geometric,1,0.99,0.001,0.9997872838114742,1,8192
7,64,498.23514413629016,66,0.02976075000003675,"[3, 4, 1, 0, 2]",geometric,1,0.99,0.001,0.9997009391948478,1,8192
8,128,498.23514413629016,130,0.03799429200000759,"[3, 4, 1, 0, 2]",geometric,1,0.99,0.001,0.9996182175023762,1,8192
9,256,498.23514413629016,258,0.04655283399995369,"[3, 4, 1, 0, 2]",geometric,1,0.99,0.001,0.9995322378182252,1,8192
10,512,498.23514413629016,514,0.09124662499993974,"[3, 4, 1, 0, 2]",geometric,1,0.99,0.001,0.9990833611435535,1,8192
11,1024,498.23514413629016,1026,0.173148666999964,"[3, 4, 1, 0, 2]",geometric,1,0.99,0.001,0.9982613110180818,1,8192
12,2048,498.23514413629016,2050,0.4270714589999898,"[3, 4, 1, 0, 2]",geometric,1,0.99,0.001,0.9957169867786361,1,8192
13,4096,498.23514413629016,4098,1.3964080419999618,"[3, 4, 1, 0, 2]",geometric,1,0.99,0.001,0.9860636528594268,1,8192
14,8192,498.23514413629016,5007,2.029401208999957,"[3, 4, 1, 0, 2]",geometric,1,0.99,0.001,0.9798104310511124,1,8192
