max_fitness,max_evals,iter,max_time,Population Size,Keep Percent
37.0,76257.0,504,23.037314874999993,150,0.75
37.0,101306.0,503,23.037314874999993,200,0.25
37.0,152006.0,504,23.037314874999993,300,0.25
35.0,75954.0,502,23.037314874999993,150,0.25
35.0,103116.0,512,23.037314874999993,200,0.75
35.0,151102.0,501,22.99002500000006,300,0.75
35.0,153511.0,509,23.037314874999993,300,0.5
34.0,102511.0,509,23.037314874999993,200,0.5
33.0,76106.0,503,23.037314874999993,150,0.5
