max_fitness,max_evals,iter,max_time,Population Size,Mutation Rate
899.008477861967,206764.0,1368,10.36481320799976,150,0.4
899.008477861967,525568.0,1745,10.36481320799976,300,0.6
899.008477861967,541231.0,1797,10.36481320799976,300,0.5
899.0084778619672,309443.0,2048,10.36481320799976,150,0.5
899.0084778619673,217715.0,1082,8.192953124999804,200,0.5
928.3877061091017,334894.0,1665,10.36481320799976,200,0.6
933.6035490810316,281339.0,1862,10.36481320799976,150,0.6
972.569555424569,344082.0,1142,8.646971165999275,300,0.4
996.5843540033551,250681.0,1246,9.43681579099939,200,0.4
