max_fitness,max_evals,iter,max_time,Population Size,Mutation Rate
211.0,153721.0,1017,3.3163196250000055,150,0.6
211.0,153722.0,1017,3.3163196250000055,150,0.4
211.0,154330.0,1021,3.3163196250000055,150,0.5
211.0,204423.0,1016,3.313184792000129,200,0.6
211.0,204426.0,1016,3.313184792000129,200,0.4
211.0,204623.0,1017,3.3163196250000055,200,0.5
211.0,304316.0,1010,3.293989333000127,300,0.6
211.0,304920.0,1012,3.3003749580000203,300,0.5
211.0,305220.0,1013,3.303556374999971,300,0.4
