max_fitness,max_evals,iter,max_time,max_current_restart,Restarts,max_iters
206.0,13466.0,512,0.04703358399996205,25,25,512
206.0,39351.0,512,0.04703358399996205,75,75,512
206.0,52306.0,512,0.04703358399996205,100,100,512
