max_fitness,max_evals,iter,max_time,Population Size,Mutation Rate
644.0,211470.0,1051,3.386940042000333,200,0.5
644.0,216090.0,1074,3.4617848330003653,200,0.6
644.0,230143.0,1523,4.948236458000338,150,0.5
644.0,309416.0,2048,6.733617958000195,150,0.4
644.0,321485.0,1067,3.4390775420001773,300,0.5
644.0,329663.0,1639,5.337988792000033,200,0.4
644.0,331724.0,1101,3.5492851250000967,300,0.4
644.0,397034.0,1318,4.2655156670002725,300,0.6
642.0,171861.0,1137,3.6676145420001376,150,0.6
