max_fitness,max_evals,iter,max_time,Temperature,max_iters
988.0301475511108,6912.0,6496,3.3836249999994834,5000,8192
993.9908076981417,8669.0,8179,4.151189000000159,10000,8192
1034.0159993654602,6563.0,6341,3.232292167000196,500,8192
1070.0608769055502,6999.0,6829,3.7295016669995675,250,8192
1104.6624304471663,7409.0,7041,3.95767587499995,2500,8192
1121.3868367591242,6310.0,6240,3.133632999999463,100,8192
1139.7532390815052,6248.0,6206,3.1005000830000427,10,8192
1196.6007291794606,7252.0,7215,4.151189000000159,1,8192
1223.9749212480003,5930.0,5868,2.7848712499999237,50,8192
1333.5692355840717,6630.0,6343,3.2343026669996107,1000,8192
