max_fitness,max_evals,iter,max_time,max_current_restart,Restarts,max_iters
56.0,13528.0,512,0.05312241699994047,25,25,512
56.0,39579.0,512,0.05312241699994047,75,75,512
56.0,52609.0,512,0.05312241699994047,100,100,512
