max_fitness,max_evals,iter,max_time,Population Size,Keep Percent
53.0,152610.0,506,52.32199566700001,300,0.25
52.0,76410.0,505,52.32199566700001,150,0.25
51.0,103117.0,512,52.32199566700001,200,0.5
51.0,154420.0,512,52.32199566700001,300,0.5
49.0,77466.0,512,52.32199566700001,150,0.75
49.0,102513.0,509,52.32199566700001,200,0.25
49.0,103115.0,512,52.32199566700001,200,0.75
48.0,77469.0,512,52.32199566700001,150,0.5
47.0,154417.0,512,52.32199566700001,300,0.75
