max_fitness,max_evals,iter,max_time,max_current_restart,Restarts,max_iters
593.0,39522.0,512,0.05115975000035178,75,75,512
593.0,52537.0,512,0.05115975000035178,100,100,512
570.0,13492.0,512,0.05115975000035178,25,25,512
