max_fitness,max_evals,iter,max_time,Population Size,Mutation Rate
56.0,159316.0,1054,3.4205407500003275,150,0.4
56.0,161128.0,1066,3.4205407500003275,150,0.5
56.0,164902.0,1091,3.4205407500003275,150,0.6
56.0,207639.0,1032,3.3484184580001966,200,0.5
56.0,208444.0,1036,3.3615270829996007,200,0.6
56.0,215278.0,1070,3.4205407500003275,200,0.4
56.0,312144.0,1036,3.3615270829996007,300,0.5
56.0,320575.0,1064,3.4205407500003275,300,0.4
56.0,326293.0,1083,3.4205407500003275,300,0.6
