,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
0,0,453.0,150,0.0026753750003081223,"[6, 3, 7, 4, 6, 9, 2, 6, 7, 4, 3, 7, 7, 2, 5]",150,0.4,2048
1,1,514.0,302,0.008187124999949447,"[9, 2, 7, 7, 1, 5, 6, 1, 9, 1, 9, 0, 7, 0, 8]",150,0.4,2048
2,2,514.0,453,0.013488333000168495,"[9, 2, 7, 7, 1, 5, 6, 1, 9, 1, 9, 0, 7, 0, 8]",150,0.4,2048
3,4,543.0,757,0.021002542000132962,"[4, 6, 8, 7, 0, 9, 8, 5, 1, 7, 8, 7, 6, 2, 9]",150,0.4,2048
4,8,588.0,1363,0.03466658300021663,"[8, 6, 4, 8, 6, 9, 9, 7, 1, 0, 9, 4, 9, 0, 9]",150,0.4,2048
5,16,613.0,2573,0.061406833000091865,"[9, 2, 5, 7, 0, 9, 8, 1, 7, 1, 9, 7, 9, 9, 9]",150,0.4,2048
6,32,632.0,4994,0.11288837500023874,"[9, 1, 9, 8, 9, 9, 9, 1, 5, 1, 9, 5, 9, 0, 9]",150,0.4,2048
7,64,641.0,9829,0.21343416700028683,"[9, 0, 9, 9, 8, 9, 9, 0, 6, 0, 9, 5, 9, 7, 9]",150,0.4,2048
8,128,642.0,19494,0.41608362500028306,"[9, 0, 9, 9, 8, 9, 9, 0, 5, 0, 9, 6, 9, 7, 9]",150,0.4,2048
9,256,642.0,38822,0.8200441670001055,"[9, 0, 9, 9, 8, 9, 9, 0, 5, 0, 9, 6, 9, 7, 9]",150,0.4,2048
10,512,643.0,77479,1.6332235830000172,"[9, 0, 9, 9, 8, 9, 9, 0, 3, 0, 9, 9, 9, 0, 9]",150,0.4,2048
11,1024,643.0,154791,3.292834750000111,"[9, 0, 9, 9, 8, 9, 9, 0, 3, 0, 9, 9, 9, 0, 9]",150,0.4,2048
12,2048,644.0,309416,6.733617958000195,"[9, 0, 9, 9, 8, 9, 9, 0, 2, 0, 9, 9, 9, 6, 9]",150,0.4,2048
13,0,453.0,150,0.0013752920003753388,"[6, 3, 7, 4, 6, 9, 2, 6, 7, 4, 3, 7, 7, 2, 5]",150,0.5,2048
14,1,542.0,302,0.012119375000111177,"[8, 6, 7, 7, 1, 5, 6, 8, 4, 0, 9, 6, 7, 0, 8]",150,0.5,2048
15,2,542.0,453,0.02311370799998258,"[8, 6, 7, 7, 1, 5, 6, 8, 4, 0, 9, 6, 7, 0, 8]",150,0.5,2048
16,4,560.0,757,0.03748654200035162,"[9, 3, 4, 6, 5, 6, 6, 4, 8, 3, 9, 5, 7, 7, 9]",150,0.5,2048
17,8,578.0,1362,0.0581308750001881,"[9, 2, 3, 7, 5, 9, 7, 1, 9, 9, 9, 3, 7, 6, 9]",150,0.5,2048
18,16,614.0,2575,0.0914642080001613,"[9, 0, 8, 9, 5, 7, 9, 0, 8, 1, 9, 6, 7, 9, 9]",150,0.5,2048
19,32,634.0,4995,0.14974054200001774,"[9, 2, 9, 9, 3, 9, 9, 1, 4, 1, 9, 6, 9, 5, 9]",150,0.5,2048
20,64,641.0,9831,0.2589368750000176,"[9, 0, 9, 9, 7, 9, 9, 0, 4, 1, 9, 7, 9, 6, 9]",150,0.5,2048
21,128,642.0,19496,0.46854062500005966,"[9, 0, 9, 9, 7, 9, 9, 0, 4, 0, 9, 7, 9, 8, 9]",150,0.5,2048
