,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
0,0,5.0,0,0.0006220000000212167,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",150,0.4,2048
1,1,8.0,2,0.016636917000141693,"[1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]",150,0.4,2048
2,0,5.0,0,0.00010249999968436896,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",150,0.5,2048
3,1,9.0,2,0.004520749999755935,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",150,0.5,2048
4,2,9.0,2,0.004520749999755935,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",150,0.5,2048
5,4,9.0,2,0.004520749999755935,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",150,0.5,2048
6,8,9.0,2,0.004520749999755935,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",150,0.5,2048
7,16,9.0,2,0.004520749999755935,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",150,0.5,2048
8,32,9.0,2,0.004520749999755935,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",150,0.5,2048
9,64,9.0,2,0.004520749999755935,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",150,0.5,2048
10,128,9.0,2,0.004520749999755935,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",150,0.5,2048
11,256,9.0,2,0.004520749999755935,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",150,0.5,2048
12,512,9.0,2,0.004520749999755935,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",150,0.5,2048
13,1024,9.0,2,0.004520749999755935,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",150,0.5,2048
14,2048,9.0,2,0.004520749999755935,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",150,0.5,2048
15,0,5.0,0,9.958399959941744e-05,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",150,0.6,2048
16,1,9.0,2,0.003796874999807187,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",150,0.6,2048
17,2,9.0,2,0.003796874999807187,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",150,0.6,2048
18,4,9.0,2,0.003796874999807187,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",150,0.6,2048
19,8,9.0,2,0.003796874999807187,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",150,0.6,2048
