,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,3.0,0,8.504199922754196e-05,"[0, 1, 0, 0, 0]",geometric,1,0.99,0.001,0.9999991452997113,1,8192
1,1,3.0,1,0.003921249999621068,"[0, 1, 0, 0, 0]",geometric,1,0.99,0.001,0.9999605908970973,1,8192
2,2,5.0,3,0.00620079199961765,"[0, 0, 0, 0, 0]",geometric,1,0.99,0.001,0.9999376818996997,1,8192
3,4,5.0,5,0.0076894169997103745,"[0, 0, 0, 0, 0]",geometric,1,0.99,0.001,0.9999227217627521,1,8192
4,8,7.0,11,0.008980999999948835,"[0, 1, 1, 0, 0]",geometric,1,0.99,0.001,0.999909742007198,1,8192
5,16,7.0,19,0.010247582999909355,"[0, 1, 1, 0, 0]",geometric,1,0.99,0.001,0.9998970136526223,1,8192
6,32,7.0,35,0.01163712499965186,"[0, 1, 1, 0, 0]",geometric,1,0.99,0.001,0.9998830498245893,1,8192
7,64,8.0,77,0.013486666999597219,"[1, 1, 0, 0, 0]",geometric,1,0.99,0.001,0.9998644636529904,1,8192
8,128,8.0,159,0.016812457999549224,"[1, 1, 0, 0, 0]",geometric,1,0.99,0.001,0.9998310434253516,1,8192
9,256,8.0,306,0.02468537499953527,"[1, 1, 1, 0, 0]",geometric,1,0.99,0.001,0.9997519344639294,1,8192
10,512,8.0,616,0.04581341699940822,"[1, 1, 1, 0, 0]",geometric,1,0.99,0.001,0.9995396657588935,1,8192
11,1024,8.0,1210,0.11494933299945842,"[1, 1, 1, 0, 0]",geometric,1,0.99,0.001,0.9988453876755566,1,8192
12,2048,8.0,2473,0.37435816699962743,"[1, 1, 0, 0, 0]",geometric,1,0.99,0.001,0.9962446437458766,1,8192
13,4096,8.0,4923,1.3555656669996097,"[1, 1, 0, 0, 0]",geometric,1,0.99,0.001,0.9864684949432541,1,8192
14,8192,8.0,9808,5.152062749999459,"[1, 1, 1, 0, 0]",geometric,1,0.99,0.001,0.9495377792239815,1,8192
15,0,3.0,0,5.608299943560269e-05,"[0, 1, 0, 0, 0]",geometric,10,0.99,0.001,9.999994363471789,10,8192
16,1,2.0,2,0.02303516599931754,"[0, 1, 0, 0, 1]",geometric,10,0.99,0.001,9.997685156419053,10,8192
17,2,4.0,4,0.04563237499951356,"[0, 0, 0, 0, 1]",geometric,10,0.99,0.001,9.995414844558573,10,8192
18,4,4.0,8,0.0686987909994059,"[0, 0, 0, 0, 1]",geometric,10,0.99,0.001,9.99309792380664,10,8192
19,8,8.0,16,0.09172108299935644,"[0, 0, 1, 1, 1]",geometric,10,0.99,0.001,9.990785970636274,10,8192
20,16,2.0,31,0.11484574999940378,"[0, 0, 1, 0, 1]",geometric,10,0.99,0.001,9.988464275180352,10,8192
21,32,4.0,60,0.1384687079998912,"[1, 0, 0, 0, 0]",geometric,10,0.99,0.001,9.986093108849825,10,8192
22,64,8.0,115,0.16389566599991667,"[0, 0, 0, 1, 1]",geometric,10,0.99,0.001,9.983541494117903,10,8192
23,128,8.0,221,0.18955979099973774,"[1, 1, 0, 0, 0]",geometric,10,0.99,0.001,9.98096674062592,10,8192
24,256,7.0,393,0.21800037499997416,"[0, 0, 1, 1, 0]",geometric,10,0.99,0.001,9.978114214531747,10,8192
25,512,8.0,707,0.259920957999384,"[0, 0, 0, 1, 1]",geometric,10,0.99,0.001,9.9739111614476,10,8192
26,1024,8.0,1305,0.34970474999954604,"[0, 0, 0, 1, 1]",geometric,10,0.99,0.001,9.964915189663202,10,8192
27,2048,8.0,2566,0.6222006660000261,"[0, 0, 1, 1, 1]",geometric,10,0.99,0.001,9.937661856878833,10,8192
28,4096,8.0,5014,1.6329218330001822,"[0, 0, 1, 1, 1]",geometric,10,0.99,0.001,9.837225207110531,10,8192
29,8192,8.0,9900,5.496935749999466,"[0, 0, 1, 1, 1]",geometric,10,0.99,0.001,9.462522935025842,10,8192
30,0,3.0,0,5.90839999858872e-05,"[0, 1, 0, 0, 0]",geometric,50,0.99,0.001,49.99997030930665,50,8192
31,1,2.0,2,0.04605870900013542,"[0, 1, 0, 0, 1]",geometric,50,0.99,0.001,49.97686008148941,50,8192
32,2,4.0,4,0.09182425000017247,"[0, 0, 0, 0, 1]",geometric,50,0.99,0.001,49.953878057826294,50,8192
33,4,4.0,8,0.1377461249994667,"[0, 0, 0, 0, 1]",geometric,50,0.99,0.001,49.93082815068435,50,8192
34,8,8.0,16,0.1840657499997178,"[0, 0, 1, 1, 1]",geometric,50,0.99,0.001,49.90758937227754,50,8192
35,16,4.0,32,0.2318632090000392,"[0, 0, 0, 0, 1]",geometric,50,0.99,0.001,49.883620496299145,50,8192
36,32,8.0,64,0.27855291699961526,"[1, 1, 1, 0, 0]",geometric,50,0.99,0.001,49.86021823589844,50,8192
37,64,2.0,126,0.3251197919998958,"[0, 1, 1, 0, 1]",geometric,50,0.99,0.001,49.83688847861147,50,8192
38,128,4.0,248,0.3725585839993073,"[1, 0, 0, 0, 0]",geometric,50,0.99,0.001,49.81313312007229,50,8192
39,256,5.0,478,0.4238854999994146,"[1, 1, 1, 1, 1]",geometric,50,0.99,0.001,49.787443505257635,50,8192
40,512,7.0,819,0.4882428749997416,"[0, 1, 1, 0, 0]",geometric,50,0.99,0.001,49.75525074041665,50,8192
41,1024,8.0,1426,0.6004901669994069,"[1, 1, 1, 0, 0]",geometric,50,0.99,0.001,49.699152347412145,50,8192
42,2048,8.0,2684,0.8971224999995684,"[1, 1, 1, 0, 0]",geometric,50,0.99,0.001,49.551207162974116,50,8192
43,4096,8.0,5134,1.912283333999767,"[1, 1, 1, 0, 0]",geometric,50,0.99,0.001,49.04822097223443,50,8192
44,8192,8.0,10024,5.799782375000177,"[1, 1, 1, 0, 0]",geometric,50,0.99,0.001,47.1688277167651,50,8192
45,0,3.0,0,5.362499996408587e-05,"[0, 1, 0, 0, 0]",geometric,100,0.99,0.001,99.99994610508854,100,8192
46,1,2.0,2,0.06783158300004288,"[0, 1, 0, 0, 1]",geometric,100,0.99,0.001,99.9318502134604,100,8192
47,2,4.0,4,0.13663445800011687,"[0, 0, 0, 0, 1]",geometric,100,0.99,0.001,99.86277202460904,100,8192
48,4,4.0,8,0.20711520799977734,"[0, 0, 0, 0, 1]",geometric,100,0.99,0.001,99.79205875790205,100,8192
49,8,8.0,16,0.2781041660000483,"[0, 0, 1, 1, 1]",geometric,100,0.99,0.001,99.72088622177813,100,8192
