,Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart
75,1,0.007206458999917231,10.0,58.0,75,512,47
76,1,0.007206458999917231,13.0,59.0,75,512,48
77,1,0.007206458999917231,13.0,60.0,75,512,49
78,1,0.007206458999917231,12.0,61.0,75,512,50
79,1,0.007206458999917231,21.0,63.0,75,512,51
80,1,0.007206458999917231,12.0,64.0,75,512,52
81,1,0.007206458999917231,20.0,66.0,75,512,53
82,1,0.007206458999917231,16.0,68.0,75,512,54
83,1,0.007206458999917231,15.0,69.0,75,512,55
84,1,0.007206458999917231,11.0,70.0,75,512,56
85,1,0.007206458999917231,15.0,71.0,75,512,57
86,1,0.007206458999917231,18.0,72.0,75,512,58
87,1,0.007206458999917231,16.0,73.0,75,512,59
88,1,0.007206458999917231,15.0,75.0,75,512,60
89,1,0.007206458999917231,12.0,76.0,75,512,61
90,1,0.007206458999917231,19.0,77.0,75,512,62
91,1,0.007206458999917231,14.0,78.0,75,512,63
92,1,0.007206458999917231,12.0,79.0,75,512,64
93,1,0.007206458999917231,15.0,80.0,75,512,65
94,1,0.007206458999917231,21.0,81.0,75,512,66
95,1,0.007206458999917231,14.0,82.0,75,512,67
96,1,0.007206458999917231,13.0,83.0,75,512,68
97,1,0.007206458999917231,16.0,84.0,75,512,69
98,1,0.007206458999917231,17.0,85.0,75,512,70
99,1,0.007206458999917231,19.0,86.0,75,512,71
100,1,0.007206458999917231,12.0,87.0,75,512,72
101,1,0.007206458999917231,13.0,88.0,75,512,73
102,1,0.007206458999917231,13.0,90.0,75,512,74
103,1,0.007206458999917231,18.0,91.0,75,512,75
104,0,0.00013137499990989454,13.0,0.0,100,512,0
105,1,0.007206458999917231,13.0,1.0,100,512,0
106,1,0.007206458999917231,14.0,2.0,100,512,1
107,1,0.007206458999917231,19.0,4.0,100,512,2
108,1,0.007206458999917231,16.0,6.0,100,512,3
109,1,0.007206458999917231,10.0,7.0,100,512,4
110,1,0.007206458999917231,15.0,8.0,100,512,5
111,1,0.007206458999917231,11.0,9.0,100,512,6
112,1,0.007206458999917231,14.0,10.0,100,512,7
113,1,0.007206458999917231,15.0,11.0,100,512,8
114,1,0.007206458999917231,12.0,12.0,100,512,9
115,1,0.007206458999917231,16.0,13.0,100,512,10
116,1,0.007206458999917231,18.0,14.0,100,512,11
117,1,0.007206458999917231,14.0,15.0,100,512,12
118,1,0.007206458999917231,16.0,17.0,100,512,13
119,1,0.007206458999917231,15.0,18.0,100,512,14
120,1,0.007206458999917231,24.0,19.0,100,512,15
121,1,0.007206458999917231,19.0,20.0,100,512,16
122,1,0.007206458999917231,20.0,21.0,100,512,17
123,1,0.007206458999917231,16.0,22.0,100,512,18
124,1,0.007206458999917231,14.0,23.0,100,512,19
125,1,0.007206458999917231,17.0,24.0,100,512,20
126,1,0.007206458999917231,12.0,25.0,100,512,21
127,1,0.007206458999917231,16.0,26.0,100,512,22
128,1,0.007206458999917231,15.0,27.0,100,512,23
129,1,0.007206458999917231,13.0,28.0,100,512,24
130,1,0.007206458999917231,14.0,29.0,100,512,25
131,1,0.007206458999917231,18.0,30.0,100,512,26
132,1,0.007206458999917231,17.0,31.0,100,512,27
133,1,0.007206458999917231,15.0,33.0,100,512,28
134,1,0.007206458999917231,10.0,34.0,100,512,29
135,1,0.007206458999917231,18.0,35.0,100,512,30
136,1,0.007206458999917231,8.0,36.0,100,512,31
137,1,0.007206458999917231,16.0,38.0,100,512,32
138,1,0.007206458999917231,14.0,39.0,100,512,33
139,1,0.007206458999917231,12.0,40.0,100,512,34
140,1,0.007206458999917231,14.0,41.0,100,512,35
141,1,0.007206458999917231,14.0,43.0,100,512,36
142,1,0.007206458999917231,18.0,45.0,100,512,37
143,1,0.007206458999917231,14.0,46.0,100,512,38
144,1,0.007206458999917231,17.0,47.0,100,512,39
145,1,0.007206458999917231,16.0,49.0,100,512,40
146,1,0.007206458999917231,15.0,50.0,100,512,41
147,1,0.007206458999917231,17.0,51.0,100,512,42
148,1,0.007206458999917231,17.0,52.0,100,512,43
149,1,0.007206458999917231,20.0,54.0,100,512,44
150,1,0.007206458999917231,12.0,56.0,100,512,45
151,1,0.007206458999917231,11.0,57.0,100,512,46
152,1,0.007206458999917231,10.0,58.0,100,512,47
153,1,0.007206458999917231,13.0,59.0,100,512,48
154,1,0.007206458999917231,13.0,60.0,100,512,49
155,1,0.007206458999917231,12.0,61.0,100,512,50
156,1,0.007206458999917231,21.0,63.0,100,512,51
157,1,0.007206458999917231,12.0,64.0,100,512,52
158,1,0.007206458999917231,20.0,66.0,100,512,53
159,1,0.007206458999917231,16.0,68.0,100,512,54
160,1,0.007206458999917231,15.0,69.0,100,512,55
161,1,0.007206458999917231,11.0,70.0,100,512,56
162,1,0.007206458999917231,15.0,71.0,100,512,57
163,1,0.007206458999917231,18.0,72.0,100,512,58
164,1,0.007206458999917231,16.0,73.0,100,512,59
165,1,0.007206458999917231,15.0,75.0,100,512,60
166,1,0.007206458999917231,12.0,76.0,100,512,61
167,1,0.007206458999917231,19.0,77.0,100,512,62
168,1,0.007206458999917231,14.0,78.0,100,512,63
169,1,0.007206458999917231,12.0,79.0,100,512,64
170,1,0.007206458999917231,15.0,80.0,100,512,65
171,1,0.007206458999917231,21.0,81.0,100,512,66
172,1,0.007206458999917231,14.0,82.0,100,512,67
173,1,0.007206458999917231,13.0,83.0,100,512,68
174,1,0.007206458999917231,16.0,84.0,100,512,69
175,1,0.007206458999917231,17.0,85.0,100,512,70
176,1,0.007206458999917231,19.0,86.0,100,512,71
177,1,0.007206458999917231,12.0,87.0,100,512,72
178,1,0.007206458999917231,13.0,88.0,100,512,73
179,1,0.007206458999917231,13.0,90.0,100,512,74
180,1,0.007206458999917231,18.0,91.0,100,512,75
181,1,0.007206458999917231,15.0,92.0,100,512,76
182,1,0.007206458999917231,15.0,93.0,100,512,77
183,1,0.007206458999917231,12.0,95.0,100,512,78
184,1,0.007206458999917231,15.0,96.0,100,512,79
185,1,0.007206458999917231,18.0,98.0,100,512,80
186,1,0.007206458999917231,15.0,99.0,100,512,81
187,1,0.007206458999917231,14.0,100.0,100,512,82
188,1,0.007206458999917231,17.0,101.0,100,512,83
189,1,0.007206458999917231,10.0,103.0,100,512,84
190,1,0.007206458999917231,17.0,105.0,100,512,85
191,1,0.007206458999917231,14.0,106.0,100,512,86
192,1,0.007206458999917231,15.0,108.0,100,512,87
193,1,0.007206458999917231,13.0,109.0,100,512,88
194,1,0.007206458999917231,12.0,111.0,100,512,89
195,1,0.007206458999917231,12.0,113.0,100,512,90
196,1,0.007206458999917231,11.0,114.0,100,512,91
197,1,0.007206458999917231,16.0,115.0,100,512,92
198,1,0.007206458999917231,18.0,116.0,100,512,93
199,1,0.007206458999917231,10.0,118.0,100,512,94
200,1,0.007206458999917231,11.0,120.0,100,512,95
201,1,0.007206458999917231,14.0,122.0,100,512,96
202,1,0.007206458999917231,15.0,123.0,100,512,97
203,1,0.007206458999917231,16.0,125.0,100,512,98
204,1,0.007206458999917231,16.0,126.0,100,512,99
205,1,0.007206458999917231,16.0,127.0,100,512,100
