column0,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.002500915999917197,532.3904293878462,150.0,false,150,0.25,512
1,1,0.02029195799991612,498.23514413629016,302.0,false,150,0.25,512
2,2,0.03652658299995437,498.23514413629016,453.0,false,150,0.25,512
3,3,0.05291020799995749,498.23514413629016,604.0,false,150,0.25,512
4,4,0.06733099999996739,498.23514413629016,755.0,false,150,0.25,512
5,5,0.0835996249999198,498.23514413629016,906.0,false,150,0.25,512
6,6,0.09802304099991943,498.23514413629016,1057.0,false,150,0.25,512
7,7,0.11278687499998341,498.23514413629016,1208.0,false,150,0.25,512
8,8,0.1273926249999704,498.23514413629016,1359.0,false,150,0.25,512
9,9,0.14386308299992834,498.23514413629016,1510.0,false,150,0.25,512
10,10,0.1583390829999871,498.23514413629016,1661.0,false,150,0.25,512
11,11,0.1729246659999717,498.23514413629016,1812.0,false,150,0.25,512
12,12,0.18800375000000713,498.23514413629016,1963.0,false,150,0.25,512
13,13,0.20299070800001573,498.23514413629016,2114.0,false,150,0.25,512
14,14,0.21841574999996283,498.23514413629016,2265.0,false,150,0.25,512
15,15,0.23312479100002292,498.23514413629016,2416.0,false,150,0.25,512
16,16,0.24751558299999488,498.23514413629016,2567.0,false,150,0.25,512
17,17,0.2640679579999414,498.23514413629016,2718.0,false,150,0.25,512
18,18,0.2784258749999253,498.23514413629016,2869.0,false,150,0.25,512
19,19,0.29260691599995425,498.23514413629016,3020.0,false,150,0.25,512
20,20,0.3072241249999479,498.23514413629016,3171.0,false,150,0.25,512
21,21,0.3215525829999706,498.23514413629016,3322.0,false,150,0.25,512
22,22,0.3356997500000034,498.23514413629016,3473.0,false,150,0.25,512
23,23,0.349822582999991,498.23514413629016,3624.0,false,150,0.25,512
24,24,0.36397949999991397,498.23514413629016,3775.0,false,150,0.25,512
25,25,0.3780543330000228,498.23514413629016,3926.0,false,150,0.25,512
26,26,0.3921085829999811,498.23514413629016,4077.0,false,150,0.25,512
27,27,0.4061882500000138,498.23514413629016,4228.0,false,150,0.25,512
28,28,0.42026366599998255,498.23514413629016,4379.0,false,150,0.25,512
29,29,0.4342709579999564,498.23514413629016,4530.0,false,150,0.25,512
30,30,0.44830708299991784,498.23514413629016,4681.0,false,150,0.25,512
31,31,0.46243920799997795,498.23514413629016,4832.0,false,150,0.25,512
