column0,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
3058,0,0.004833417000099871,1746.068052446119,300.0,false,300,0.25,512
3059,1,0.06684812499997861,1081.5287350134106,602.0,false,300,0.25,512
3060,2,0.12590258399995946,1057.0066835435753,904.0,false,300,0.25,512
3061,3,0.1834016249999877,945.50047848002,1206.0,false,300,0.25,512
3062,4,0.23898212500034788,945.50047848002,1507.0,false,300,0.25,512
3063,5,0.2921713340001588,856.0412595253936,1809.0,false,300,0.25,512
3064,6,0.34354879200009236,856.0412595253936,2110.0,false,300,0.25,512
3065,7,0.39557270900013464,833.3833197762626,2412.0,false,300,0.25,512
3066,8,0.44771845900004337,788.2820867880348,2714.0,false,300,0.25,512
3067,9,0.5005732920003538,788.2820867880348,3015.0,false,300,0.25,512
3068,10,0.5520185420000416,788.2820867880348,3316.0,false,300,0.25,512
3069,11,0.6038142500001413,788.2820867880348,3617.0,false,300,0.25,512
3070,12,0.6554515000002539,788.2820867880348,3918.0,false,300,0.25,512
3071,13,0.7064076250003382,788.2820867880348,4219.0,false,300,0.25,512
3072,14,0.7581263750003018,788.2820867880348,4520.0,false,300,0.25,512
3073,15,0.8093171670002448,788.2820867880348,4821.0,false,300,0.25,512
3074,16,0.8606490420002046,788.2820867880348,5122.0,false,300,0.25,512
3075,17,0.9134939170003236,788.2820867880348,5423.0,false,300,0.25,512
3076,18,0.9645632920000935,788.2820867880348,5724.0,false,300,0.25,512
3077,19,1.0162000000000262,788.2820867880348,6025.0,false,300,0.25,512
3078,20,1.06830062500012,788.2820867880348,6326.0,false,300,0.25,512
3079,21,1.121293125000193,788.2820867880348,6627.0,false,300,0.25,512
3080,22,1.1735949590001837,788.2820867880348,6928.0,false,300,0.25,512
3081,23,1.225041666999914,788.2820867880348,7229.0,false,300,0.25,512
3082,24,1.27641124999991,788.2820867880348,7530.0,false,300,0.25,512
3083,25,1.3504055840003275,788.2820867880348,7831.0,false,300,0.25,512
3084,26,1.407310917000359,788.2820867880348,8132.0,false,300,0.25,512
3085,27,1.4605400000000373,788.2820867880348,8433.0,false,300,0.25,512
3086,28,1.5140027500001452,788.2820867880348,8734.0,false,300,0.25,512
3087,29,1.565600459000052,788.2820867880348,9035.0,false,300,0.25,512
3088,30,1.6197223340000164,788.2820867880348,9336.0,false,300,0.25,512
3089,31,1.6723078340000939,788.2820867880348,9637.0,false,300,0.25,512
3090,32,1.72409054200034,788.2820867880348,9938.0,false,300,0.25,512
3091,33,1.7797612920003303,788.2820867880348,10239.0,false,300,0.25,512
3092,34,1.8333214590002171,788.2820867880348,10540.0,false,300,0.25,512
3093,35,1.887067042000126,788.2820867880348,10841.0,false,300,0.25,512
3094,36,1.938494042000002,788.2820867880348,11142.0,false,300,0.25,512
3095,37,1.9916960840000684,788.2820867880348,11443.0,false,300,0.25,512
3096,38,2.0438133340003333,788.2820867880348,11744.0,false,300,0.25,512
3097,39,2.096139792000031,788.2820867880348,12045.0,false,300,0.25,512
3098,40,2.148212834000333,788.2820867880348,12346.0,false,300,0.25,512
3099,41,2.200523125000018,788.2820867880348,12647.0,false,300,0.25,512
3100,42,2.252054084000065,788.2820867880348,12948.0,false,300,0.25,512
3101,43,2.3043262920000416,788.2820867880348,13249.0,false,300,0.25,512
3102,44,2.355643584000063,788.2820867880348,13550.0,false,300,0.25,512
3103,45,2.407163542000035,788.2820867880348,13851.0,false,300,0.25,512
3104,46,2.46148466700015,788.2820867880348,14152.0,false,300,0.25,512
3105,47,2.514688750000005,788.2820867880348,14453.0,false,300,0.25,512
3106,48,2.567481250000128,788.2820867880348,14754.0,false,300,0.25,512
3107,49,2.620764667000003,788.2820867880348,15055.0,false,300,0.25,512
3108,50,2.672034708999945,788.2820867880348,15356.0,false,300,0.25,512
3109,51,2.725573666999935,788.2820867880348,15657.0,false,300,0.25,512
3110,52,2.7799818339999547,788.2820867880348,15958.0,false,300,0.25,512
3111,53,2.8319384999999784,788.2820867880348,16259.0,false,300,0.25,512
3112,54,2.884272250000322,788.2820867880348,16560.0,false,300,0.25,512
3113,55,2.9406642920002923,788.2820867880348,16861.0,false,300,0.25,512
3114,56,2.99223533400027,788.2820867880348,17162.0,false,300,0.25,512
3115,57,3.0451582089999647,788.2820867880348,17463.0,false,300,0.25,512
3116,58,3.0972519590000047,788.2820867880348,17764.0,false,300,0.25,512
3117,59,3.15018529200006,788.2820867880348,18065.0,false,300,0.25,512
3118,60,3.2027713750003386,788.2820867880348,18366.0,false,300,0.25,512
3119,61,3.2545722919999207,788.2820867880348,18667.0,false,300,0.25,512
3120,62,3.3063156670000353,788.2820867880348,18968.0,false,300,0.25,512
3121,63,3.3574817920002715,788.2820867880348,19269.0,false,300,0.25,512
3122,64,3.4088491249999606,788.2820867880348,19570.0,false,300,0.25,512
3123,65,3.46550283400029,788.2820867880348,19871.0,false,300,0.25,512
3124,66,3.516762292000294,788.2820867880348,20172.0,false,300,0.25,512
3125,67,3.568034291999993,788.2820867880348,20473.0,false,300,0.25,512
3126,68,3.6196260420001636,788.2820867880348,20774.0,false,300,0.25,512
3127,69,3.6713898339999105,788.2820867880348,21075.0,false,300,0.25,512
3128,70,3.723233375000291,788.2820867880348,21376.0,false,300,0.25,512
3129,71,3.774077667000256,788.2820867880348,21677.0,false,300,0.25,512
3130,72,3.8258151670002007,788.2820867880348,21978.0,false,300,0.25,512
3131,73,3.8772529590000886,788.2820867880348,22279.0,false,300,0.25,512
3132,74,3.928315042000122,788.2820867880348,22580.0,false,300,0.25,512
3133,75,3.9796834170001603,788.2820867880348,22881.0,false,300,0.25,512
3134,76,4.030708792000041,788.2820867880348,23182.0,false,300,0.25,512
3135,77,4.082074625000132,788.2820867880348,23483.0,false,300,0.25,512
3136,78,4.1331582090001575,788.2820867880348,23784.0,false,300,0.25,512
3137,79,4.185002167000221,788.2820867880348,24085.0,false,300,0.25,512
3138,80,4.2367890840000655,788.2820867880348,24386.0,false,300,0.25,512
3139,81,4.288227084000027,788.2820867880348,24687.0,false,300,0.25,512
3140,82,4.339437250000174,788.2820867880348,24988.0,false,300,0.25,512
3141,83,4.390957709000304,788.2820867880348,25289.0,false,300,0.25,512
3142,84,4.442625749999934,788.2820867880348,25590.0,false,300,0.25,512
3143,85,4.4959959590000835,788.2820867880348,25891.0,false,300,0.25,512
3144,86,4.547399999999925,788.2820867880348,26192.0,false,300,0.25,512
3145,87,4.598676667000291,788.2820867880348,26493.0,false,300,0.25,512
3146,88,4.6536586249999345,788.2820867880348,26794.0,false,300,0.25,512
3147,89,4.704797124999914,788.2820867880348,27095.0,false,300,0.25,512
3148,90,4.756107749999956,788.2820867880348,27396.0,false,300,0.25,512
3149,91,4.807423959000062,788.2820867880348,27697.0,false,300,0.25,512
