column0,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
0,0,0.00307212499956222,2674.1961002880785,150.0,150,0.4,2048
1,1,0.015040165999380406,1964.6520574960196,302.0,150,0.4,2048
2,2,0.024786207999568433,1964.6520574960196,453.0,150,0.4,2048
3,3,0.03418054099984147,1944.6558298965112,605.0,150,0.4,2048
4,4,0.041961832999731996,1771.2623993432812,757.0,150,0.4,2048
5,5,0.05130041599932156,1771.2623993432812,908.0,150,0.4,2048
6,6,0.05895224999949278,1644.3868336688724,1060.0,150,0.4,2048
7,7,0.06665595799950097,1644.3868336688724,1211.0,150,0.4,2048
8,8,0.07410745800007135,1644.3868336688724,1362.0,150,0.4,2048
9,9,0.08347587499974907,1644.3868336688724,1513.0,150,0.4,2048
10,10,0.09115670799928921,1644.3868336688724,1664.0,150,0.4,2048
11,11,0.09867420799946558,1644.3868336688724,1815.0,150,0.4,2048
12,12,0.10607383299975481,1644.3868336688724,1966.0,150,0.4,2048
13,13,0.1133962909998445,1644.3868336688724,2117.0,150,0.4,2048
14,14,0.12116666600013559,1644.3868336688724,2268.0,150,0.4,2048
15,15,0.12898524999945948,1559.153614227418,2420.0,150,0.4,2048
16,16,0.1364804999993794,1559.153614227418,2571.0,150,0.4,2048
17,17,0.1474119159993279,1559.153614227418,2722.0,150,0.4,2048
18,18,0.15508812499956548,1559.153614227418,2873.0,150,0.4,2048
19,19,0.16285095799958071,1559.153614227418,3024.0,150,0.4,2048
20,20,0.170477665999897,1511.3975095933845,3176.0,150,0.4,2048
21,21,0.17776937500002532,1457.8141787551738,3328.0,150,0.4,2048
22,22,0.18512758299948473,1457.8141787551738,3479.0,150,0.4,2048
23,23,0.19247429099959845,1400.0240102768116,3631.0,150,0.4,2048
24,24,0.1998227499998393,1400.0240102768116,3782.0,150,0.4,2048
25,25,0.20749987499948475,1400.0240102768116,3933.0,150,0.4,2048
26,26,0.21493508299954556,1400.0240102768116,4084.0,150,0.4,2048
27,27,0.22275108299982094,1388.765923145484,4236.0,150,0.4,2048
28,28,0.23033762500017474,1323.3445668051515,4388.0,150,0.4,2048
29,29,0.23783604099935474,1291.4006864453004,4540.0,150,0.4,2048
30,30,0.24516208299974096,1291.4006864453004,4691.0,150,0.4,2048
31,31,0.2525867909998851,1291.4006864453004,4842.0,150,0.4,2048
32,32,0.25998916599928634,1260.2759883585225,4994.0,150,0.4,2048
33,33,0.26940874999945663,1260.2759883585225,5145.0,150,0.4,2048
34,34,0.2770998749992941,1250.2944101817254,5297.0,150,0.4,2048
35,35,0.2845565829993575,1250.2944101817254,5448.0,150,0.4,2048
36,36,0.2919441249996453,1232.277404230257,5600.0,150,0.4,2048
37,37,0.29943304100015666,1232.277404230257,5751.0,150,0.4,2048
38,38,0.30701987500015093,1205.8528733887954,5903.0,150,0.4,2048
39,39,0.3144780409993473,1205.8528733887954,6054.0,150,0.4,2048
40,40,0.32189287499932107,1192.3318952642335,6206.0,150,0.4,2048
41,41,0.3295097079999323,1192.3318952642335,6357.0,150,0.4,2048
