column0,Iteration,Time,Fitness,FEvals,Temperature,max_iters
52091,0,0.0001397500000166474,2674.1961002880785,0.0,5000,8192
52092,1,0.004198583000288636,2708.086503788137,2.0,5000,8192
52093,2,0.00559812499977852,2785.4657831389586,4.0,5000,8192
52094,3,0.006843749999461579,2779.833132197603,6.0,5000,8192
52095,4,0.006894541999827197,2776.5166860990926,8.0,5000,8192
52096,5,0.008164457999555452,2687.1528224012973,10.0,5000,8192
52097,6,0.008202957999856153,2957.6584310665694,12.0,5000,8192
52098,7,0.008235374999458145,2791.9556773190147,14.0,5000,8192
52099,8,0.008265499999652093,2791.9556773190147,15.0,5000,8192
52100,9,0.009501333000116574,2697.9061284188497,17.0,5000,8192
52101,10,0.009537375000036263,2685.098082939647,19.0,5000,8192
52102,11,0.009583416999703331,2663.6172076922735,21.0,5000,8192
52103,12,0.00961399999960122,2750.0482101372377,23.0,5000,8192
52104,13,0.009644707999541424,2732.9012631212,25.0,5000,8192
52105,14,0.009674832999735372,2838.9859415212413,27.0,5000,8192
52106,15,0.009718291999888606,2681.152080203188,29.0,5000,8192
52107,16,0.009748667000167188,2857.7818934196853,31.0,5000,8192
52108,17,0.011074957999881008,2879.1475154847126,33.0,5000,8192
52109,18,0.011112707999927807,2681.511638192906,35.0,5000,8192
52110,19,0.01114570800018555,2738.5263664104154,37.0,5000,8192
52111,20,0.011191624999810301,2642.088455286724,39.0,5000,8192
52112,21,0.011236374999498366,2758.475031878445,41.0,5000,8192
52113,22,0.01126704200032691,2693.6725987501627,43.0,5000,8192
52114,23,0.011297916999865265,2655.676867263622,45.0,5000,8192
52115,24,0.011329041999488254,2658.226236608586,47.0,5000,8192
52116,25,0.011360749999766995,2600.7852686169526,49.0,5000,8192
52117,26,0.01140570799998386,2942.8905581874187,51.0,5000,8192
52118,27,0.011436707999564533,2998.299217147359,53.0,5000,8192
52119,28,0.011467291999906593,3131.5629336870384,55.0,5000,8192
52120,29,0.01149833299950842,3137.223033802652,57.0,5000,8192
52121,30,0.011529749999681371,2650.3171555583876,59.0,5000,8192
52122,31,0.011561291999896639,2375.1512325397807,61.0,5000,8192
52123,32,0.011592832999667735,2424.0390173571063,63.0,5000,8192
52124,33,0.013518333000320126,2453.7698471159074,65.0,5000,8192
52125,34,0.013581082999735372,2388.7037079606953,67.0,5000,8192
52126,35,0.013618541999676381,2453.7698471159074,69.0,5000,8192
52127,36,0.013666208000358893,2521.9970198951273,71.0,5000,8192
52128,37,0.013700499999686144,2546.7600923866908,73.0,5000,8192
52129,38,0.01373383299960551,2531.398777332758,75.0,5000,8192
52130,39,0.013767249999546038,2491.4321513370223,77.0,5000,8192
52131,40,0.013813292000122601,2672.73227045035,79.0,5000,8192
52132,41,0.013860416999705194,2990.655098381016,81.0,5000,8192
52133,42,0.013893792000089888,2993.0482948770828,83.0,5000,8192
52134,43,0.013927125000009255,3149.9362850055095,85.0,5000,8192
52135,44,0.013960541999949783,3166.5160291840284,87.0,5000,8192
52136,45,0.013993374999699881,3220.165491565047,89.0,5000,8192
52137,46,0.014026625000042259,3225.403751319387,91.0,5000,8192
52138,47,0.014073125000322761,3083.1448095787273,93.0,5000,8192
52139,48,0.014106667000305606,2933.033949155523,95.0,5000,8192
52140,49,0.014152791999549663,2475.5513606452887,97.0,5000,8192
52141,50,0.014186542000061308,2340.0679896615434,99.0,5000,8192
52142,51,0.01422029199966346,2602.387469529479,101.0,5000,8192
52143,52,0.014266666999901645,2604.889585596097,103.0,5000,8192
52144,53,0.014301291999800014,2776.976682070947,105.0,5000,8192
52145,54,0.014361458000166749,2738.3699011014755,107.0,5000,8192
52146,55,0.01439787500021339,2676.9056062415357,109.0,5000,8192
52147,56,0.014446082999711507,2658.2198552784816,111.0,5000,8192
52148,57,0.014480541999546404,2707.747050865282,113.0,5000,8192
52149,58,0.014514374999635038,2899.8177760081667,115.0,5000,8192
52150,59,0.014548125000146683,2729.35101457229,117.0,5000,8192
52151,60,0.014581792000171845,3027.2081742236574,119.0,5000,8192
52152,61,0.014615457999752834,3004.893095471025,121.0,5000,8192
52153,62,0.014649458000349114,3030.7333187493155,123.0,5000,8192
52154,63,0.014683792000141693,3026.1453479293923,125.0,5000,8192
52155,64,0.014731125000253087,2640.0098690188506,127.0,5000,8192
52156,65,0.016629124999781197,2688.7278876374535,129.0,5000,8192
52157,66,0.016692041999704088,2598.109795180633,131.0,5000,8192
52158,67,0.0167322500001319,2443.4948395807555,133.0,5000,8192
52159,68,0.016770666999946116,2492.9939588299117,135.0,5000,8192
52160,69,0.016809167000246816,2649.586839296376,137.0,5000,8192
52161,70,0.01685508300033689,2738.9004089059763,139.0,5000,8192
52162,71,0.016893875000278058,2750.966930942559,141.0,5000,8192
52163,72,0.016931707999901846,2863.3940838589233,143.0,5000,8192
52164,73,0.016969541999969806,3044.1389609150942,145.0,5000,8192
52165,74,0.017007583000122395,2929.7853423202982,147.0,5000,8192
52166,75,0.017045542000232672,2989.7376188707235,149.0,5000,8192
52167,76,0.01708320800025831,2847.2361963127278,151.0,5000,8192
52168,77,0.017121166999459092,2539.958062922022,153.0,5000,8192
52169,78,0.01715837499978079,2518.9424357744883,155.0,5000,8192
52170,79,0.01719562499965832,2603.8497015927337,157.0,5000,8192
52171,80,0.017232958000022336,2603.8497015927337,158.0,5000,8192
52172,81,0.017270749999624968,2632.2201315322195,160.0,5000,8192
52173,82,0.017308458000115934,2630.4237034758057,162.0,5000,8192
52174,83,0.017346749999887834,2539.554603421049,164.0,5000,8192
52175,84,0.017384832999596256,2942.4706572065375,166.0,5000,8192
52176,85,0.017423166999833484,2905.452726249085,168.0,5000,8192
52177,86,0.017461374999584223,2901.742633874051,170.0,5000,8192
52178,87,0.01750016699952539,2622.746984250313,172.0,5000,8192
52179,88,0.017539041999953042,2590.623944271472,174.0,5000,8192
52180,89,0.01759066700014955,2194.0103745843894,176.0,5000,8192
52181,90,0.01762941699962539,2286.482558672502,178.0,5000,8192
52182,91,0.01766849999967235,2233.1390635776615,180.0,5000,8192
52183,92,0.017707250000057684,2293.587199952737,182.0,5000,8192
52184,93,0.017747625000083644,2308.6138267829137,184.0,5000,8192
52185,94,0.017787124999813386,2352.3987634275254,186.0,5000,8192
52186,95,0.017839041999650362,2088.083019896088,188.0,5000,8192
52187,96,0.017878667000331916,2088.083019896088,189.0,5000,8192
52188,97,0.017918624999765598,2257.356164524647,191.0,5000,8192
52189,98,0.01795887499974924,2297.3184047237373,193.0,5000,8192
52190,99,0.017998583000007784,2226.5762529388767,195.0,5000,8192
52191,100,0.0180509579995487,2230.1662611530937,197.0,5000,8192
52192,101,0.018091124999955355,2116.660595509293,199.0,5000,8192
52193,102,0.01813175000006595,2310.183714647481,201.0,5000,8192
52194,103,0.0181722079996689,2198.6874224617486,203.0,5000,8192
52195,104,0.018225374999929045,2140.031319927378,205.0,5000,8192
52196,105,0.01826654199976474,2018.2744728477992,207.0,5000,8192
52197,106,0.018307958000150393,2724.847691664529,209.0,5000,8192
52198,107,0.018349332999605394,2797.74648263206,211.0,5000,8192
52199,108,0.018390541999906418,2800.588931358916,213.0,5000,8192
52200,109,0.018432416999530687,2664.312403216268,215.0,5000,8192
52201,110,0.018473791999895184,2780.4104365504168,217.0,5000,8192
52202,111,0.018515582999498292,2444.431575223835,219.0,5000,8192
52203,112,0.018557833000159007,2404.5254583901988,221.0,5000,8192
52204,113,0.01860016699993139,2601.9052630685223,223.0,5000,8192
52205,114,0.01864225000008446,2628.7289028360933,225.0,5000,8192
52206,115,0.018684832999497303,2997.6267081224805,227.0,5000,8192
52207,116,0.018727208000200335,3029.0515910095996,229.0,5000,8192
52208,117,0.018769624999549706,2961.647679950838,231.0,5000,8192
52209,118,0.018812374999470194,2917.5546348294306,233.0,5000,8192
52210,119,0.018855332999919483,2936.204025160637,235.0,5000,8192
52211,120,0.01889820799988229,3010.9873977105303,237.0,5000,8192
52212,121,0.018941499999527878,2993.2111681311267,239.0,5000,8192
52213,122,0.01898487499965995,2918.427795581233,241.0,5000,8192
52214,123,0.019028624999918975,2910.4417349139726,243.0,5000,8192
52215,124,0.019072000000051048,2946.95851933733,245.0,5000,8192
52216,125,0.01911587500035239,2857.932621663768,247.0,5000,8192
52217,126,0.019159374999617285,2760.0461635946353,249.0,5000,8192
52218,127,0.01920312499987631,2756.1589621062813,251.0,5000,8192
52219,128,0.019247207999796956,2718.8261064156404,253.0,5000,8192
52220,129,0.021434749999571068,2718.8261064156404,254.0,5000,8192
52221,130,0.021488374999535154,3029.667638454498,256.0,5000,8192
52222,131,0.021537957999498758,3078.1303509545355,258.0,5000,8192
52223,132,0.02158591700026591,2747.6051740263624,260.0,5000,8192
52224,133,0.02163333299995429,2762.854522317092,262.0,5000,8192
52225,134,0.021680457999536884,2711.5518913747405,264.0,5000,8192
52226,135,0.0217281670002194,2374.343395937431,266.0,5000,8192
52227,136,0.021775500000330794,2372.611359482151,268.0,5000,8192
52228,137,0.021823166999638488,2376.827701814014,270.0,5000,8192
52229,138,0.02187108299949614,2403.3305007859467,272.0,5000,8192
52230,139,0.021918749999713327,2655.5298213983788,274.0,5000,8192
52231,140,0.021966374999465188,2655.5298213983788,275.0,5000,8192
52232,141,0.022014250000211177,2632.4991928766995,277.0,5000,8192
52233,142,0.02206225000008999,2632.4991928766995,278.0,5000,8192
