column0,Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart
0,0,0.0002904999998918356,1746.068052446119,0.0,25,512,0
1,1,0.005396625000003041,1621.3450189202163,2.0,25,512,0
513,1,0.005396625000003041,1576.2488562546253,529.0,25,512,1
1025,1,0.005396625000003041,1577.943452197784,1057.0,25,512,2
1537,1,0.005396625000003041,1762.9605911610452,1589.0,25,512,3
2049,1,0.005396625000003041,1603.5501899696153,2125.0,25,512,4
2561,1,0.005396625000003041,1806.2975494686073,2648.0,25,512,5
3073,1,0.005396625000003041,1635.6353165668538,3189.0,25,512,6
3585,1,0.005396625000003041,1564.3189518302697,3720.0,25,512,7
4097,1,0.005396625000003041,1433.2914330405133,4243.0,25,512,8
4609,1,0.005396625000003041,1384.6418924415848,4768.0,25,512,9
5121,1,0.005396625000003041,1584.5356821185699,5296.0,25,512,10
5633,1,0.005396625000003041,1706.6723583121857,5825.0,25,512,11
6145,1,0.005396625000003041,1483.9821791733466,6363.0,25,512,12
6657,1,0.005396625000003041,1434.4070784875016,6885.0,25,512,13
7169,1,0.005396625000003041,1335.9228975292237,7414.0,25,512,14
7681,1,0.005396625000003041,1412.8011089887464,7941.0,25,512,15
8193,1,0.005396625000003041,1504.4352602080469,8475.0,25,512,16
8705,1,0.005396625000003041,1470.8138294740486,9006.0,25,512,17
9217,1,0.005396625000003041,1399.2381512461616,9530.0,25,512,18
9729,1,0.005396625000003041,1656.4826463817092,10054.0,25,512,19
10241,1,0.005396625000003041,1376.1380410109266,10585.0,25,512,20
10753,1,0.005396625000003041,1507.9264087113954,11110.0,25,512,21
11265,1,0.005396625000003041,1541.9902685791355,11643.0,25,512,22
11777,1,0.005396625000003041,1648.7772465813296,12169.0,25,512,23
12289,1,0.005396625000003041,1383.3974324894696,12705.0,25,512,24
12801,1,0.005396625000003041,1746.9528289744574,13237.0,25,512,25
2,2,0.007069332999890321,1621.3450189202163,3.0,25,512,0
514,2,0.007069332999890321,1576.2488562546253,530.0,25,512,1
1026,2,0.007069332999890321,1532.5052870255217,1059.0,25,512,2
1538,2,0.007069332999890321,1547.775538549161,1591.0,25,512,3
2050,2,0.007069332999890321,1603.5501899696153,2126.0,25,512,4
2562,2,0.007069332999890321,1802.0381422138514,2650.0,25,512,5
3074,2,0.007069332999890321,1635.6353165668538,3190.0,25,512,6
3586,2,0.007069332999890321,1398.5652525628939,3722.0,25,512,7
4098,2,0.007069332999890321,1433.2914330405133,4244.0,25,512,8
4610,2,0.007069332999890321,1384.6418924415848,4769.0,25,512,9
5122,2,0.007069332999890321,1584.5356821185699,5297.0,25,512,10
5634,2,0.007069332999890321,1706.6723583121857,5826.0,25,512,11
