column0,Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart
13313,0,0.00016504100040037883,453.0,0.0,75,512,0
13314,1,0.011423250000007101,453.0,1.0,75,512,0
13826,1,0.011423250000007101,417.0,515.0,75,512,1
14338,1,0.011423250000007101,379.0,1035.0,75,512,2
14850,1,0.011423250000007101,479.0,1556.0,75,512,3
15362,1,0.011423250000007101,470.0,2072.0,75,512,4
15874,1,0.011423250000007101,447.0,2588.0,75,512,5
16386,1,0.011423250000007101,417.0,3104.0,75,512,6
16898,1,0.011423250000007101,380.0,3624.0,75,512,7
17410,1,0.011423250000007101,461.0,4144.0,75,512,8
17922,1,0.011423250000007101,436.0,4664.0,75,512,9
18434,1,0.011423250000007101,393.0,5178.0,75,512,10
18946,1,0.011423250000007101,424.0,5700.0,75,512,11
19458,1,0.011423250000007101,377.0,6218.0,75,512,12
19970,1,0.011423250000007101,427.0,6735.0,75,512,13
20482,1,0.011423250000007101,321.0,7250.0,75,512,14
20994,1,0.011423250000007101,350.0,7771.0,75,512,15
21506,1,0.011423250000007101,402.0,8291.0,75,512,16
22018,1,0.011423250000007101,407.0,8813.0,75,512,17
22530,1,0.011423250000007101,524.0,9334.0,75,512,18
23042,1,0.011423250000007101,348.0,9848.0,75,512,19
23554,1,0.011423250000007101,454.0,10372.0,75,512,20
24066,1,0.011423250000007101,298.0,10891.0,75,512,21
24578,1,0.011423250000007101,422.0,11412.0,75,512,22
25090,1,0.011423250000007101,451.0,11931.0,75,512,23
25602,1,0.011423250000007101,330.0,12449.0,75,512,24
26114,1,0.011423250000007101,393.0,12970.0,75,512,25
26626,1,0.011423250000007101,430.0,13493.0,75,512,26
27138,1,0.011423250000007101,372.0,14009.0,75,512,27
27650,1,0.011423250000007101,433.0,14528.0,75,512,28
28162,1,0.011423250000007101,440.0,15046.0,75,512,29
28674,1,0.011423250000007101,403.0,15565.0,75,512,30
29186,1,0.011423250000007101,0.0,16087.0,75,512,31
29698,1,0.011423250000007101,365.0,16604.0,75,512,32
30210,1,0.011423250000007101,261.0,17128.0,75,512,33
30722,1,0.011423250000007101,326.0,17657.0,75,512,34
31234,1,0.011423250000007101,329.0,18174.0,75,512,35
31746,1,0.011423250000007101,461.0,18708.0,75,512,36
32258,1,0.011423250000007101,295.0,19223.0,75,512,37
32770,1,0.011423250000007101,475.0,19745.0,75,512,38
33282,1,0.011423250000007101,387.0,20265.0,75,512,39
33794,1,0.011423250000007101,299.0,20789.0,75,512,40
34306,1,0.011423250000007101,431.0,21312.0,75,512,41
34818,1,0.011423250000007101,355.0,21831.0,75,512,42
35330,1,0.011423250000007101,376.0,22354.0,75,512,43
35842,1,0.011423250000007101,267.0,22878.0,75,512,44
36354,1,0.011423250000007101,442.0,23403.0,75,512,45
36866,1,0.011423250000007101,394.0,23919.0,75,512,46
37378,1,0.011423250000007101,382.0,24438.0,75,512,47
37890,1,0.011423250000007101,393.0,24962.0,75,512,48
38402,1,0.011423250000007101,236.0,25478.0,75,512,49
38914,1,0.011423250000007101,350.0,26000.0,75,512,50
39426,1,0.011423250000007101,338.0,26525.0,75,512,51
39938,1,0.011423250000007101,340.0,27046.0,75,512,52
40450,1,0.011423250000007101,471.0,27571.0,75,512,53
40962,1,0.011423250000007101,480.0,28091.0,75,512,54
41474,1,0.011423250000007101,294.0,28606.0,75,512,55
41986,1,0.011423250000007101,396.0,29133.0,75,512,56
42498,1,0.011423250000007101,364.0,29653.0,75,512,57
43010,1,0.011423250000007101,486.0,30173.0,75,512,58
43522,1,0.011423250000007101,471.0,30688.0,75,512,59
44034,1,0.011423250000007101,403.0,31204.0,75,512,60
44546,1,0.011423250000007101,485.0,31720.0,75,512,61
45058,1,0.011423250000007101,313.0,32238.0,75,512,62
45570,1,0.011423250000007101,360.0,32758.0,75,512,63
46082,1,0.011423250000007101,212.0,33283.0,75,512,64
46594,1,0.011423250000007101,431.0,33806.0,75,512,65
47106,1,0.011423250000007101,346.0,34326.0,75,512,66
47618,1,0.011423250000007101,341.0,34842.0,75,512,67
48130,1,0.011423250000007101,463.0,35366.0,75,512,68
48642,1,0.011423250000007101,296.0,35885.0,75,512,69
49154,1,0.011423250000007101,375.0,36405.0,75,512,70
49666,1,0.011423250000007101,300.0,36926.0,75,512,71
50178,1,0.011423250000007101,360.0,37444.0,75,512,72
50690,1,0.011423250000007101,336.0,37967.0,75,512,73
51202,1,0.011423250000007101,475.0,38490.0,75,512,74
51714,1,0.011423250000007101,372.0,39006.0,75,512,75
13315,2,0.01284075000012308,453.0,2.0,75,512,0
13827,2,0.01284075000012308,417.0,516.0,75,512,1
14339,2,0.01284075000012308,380.0,1037.0,75,512,2
14851,2,0.01284075000012308,479.0,1557.0,75,512,3
15363,2,0.01284075000012308,470.0,2073.0,75,512,4
15875,2,0.01284075000012308,447.0,2589.0,75,512,5
16387,2,0.01284075000012308,417.0,3105.0,75,512,6
16899,2,0.01284075000012308,380.0,3625.0,75,512,7
17411,2,0.01284075000012308,461.0,4145.0,75,512,8
17923,2,0.01284075000012308,436.0,4665.0,75,512,9
18435,2,0.01284075000012308,402.0,5180.0,75,512,10
18947,2,0.01284075000012308,424.0,5701.0,75,512,11
19459,2,0.01284075000012308,377.0,6219.0,75,512,12
19971,2,0.01284075000012308,427.0,6736.0,75,512,13
20483,2,0.01284075000012308,351.0,7252.0,75,512,14
20995,2,0.01284075000012308,356.0,7773.0,75,512,15
21507,2,0.01284075000012308,402.0,8292.0,75,512,16
22019,2,0.01284075000012308,413.0,8815.0,75,512,17
22531,2,0.01284075000012308,533.0,9336.0,75,512,18
23043,2,0.01284075000012308,348.0,9849.0,75,512,19
23555,2,0.01284075000012308,454.0,10373.0,75,512,20
24067,2,0.01284075000012308,298.0,10892.0,75,512,21
24579,2,0.01284075000012308,422.0,11413.0,75,512,22
25091,2,0.01284075000012308,451.0,11932.0,75,512,23
25603,2,0.01284075000012308,330.0,12450.0,75,512,24
26115,2,0.01284075000012308,393.0,12971.0,75,512,25
26627,2,0.01284075000012308,442.0,13495.0,75,512,26
27139,2,0.01284075000012308,372.0,14010.0,75,512,27
27651,2,0.01284075000012308,453.0,14530.0,75,512,28
28163,2,0.01284075000012308,440.0,15047.0,75,512,29
28675,2,0.01284075000012308,403.0,15566.0,75,512,30
29187,2,0.01284075000012308,0.0,16088.0,75,512,31
29699,2,0.01284075000012308,368.0,16606.0,75,512,32
30211,2,0.01284075000012308,261.0,17129.0,75,512,33
30723,2,0.01284075000012308,326.0,17658.0,75,512,34
31235,2,0.01284075000012308,329.0,18175.0,75,512,35
31747,2,0.01284075000012308,485.0,18710.0,75,512,36
32259,2,0.01284075000012308,335.0,19225.0,75,512,37
32771,2,0.01284075000012308,475.0,19746.0,75,512,38
33283,2,0.01284075000012308,395.0,20267.0,75,512,39
33795,2,0.01284075000012308,299.0,20790.0,75,512,40
34307,2,0.01284075000012308,431.0,21313.0,75,512,41
34819,2,0.01284075000012308,367.0,21833.0,75,512,42
35331,2,0.01284075000012308,408.0,22356.0,75,512,43
35843,2,0.01284075000012308,294.0,22880.0,75,512,44
36355,2,0.01284075000012308,442.0,23404.0,75,512,45
36867,2,0.01284075000012308,412.0,23921.0,75,512,46
37379,2,0.01284075000012308,390.0,24440.0,75,512,47
37891,2,0.01284075000012308,393.0,24963.0,75,512,48
38403,2,0.01284075000012308,236.0,25479.0,75,512,49
38915,2,0.01284075000012308,404.0,26002.0,75,512,50
39427,2,0.01284075000012308,386.0,26527.0,75,512,51
39939,2,0.01284075000012308,340.0,27047.0,75,512,52
40451,2,0.01284075000012308,471.0,27572.0,75,512,53
40963,2,0.01284075000012308,480.0,28092.0,75,512,54
41475,2,0.01284075000012308,294.0,28607.0,75,512,55
41987,2,0.01284075000012308,402.0,29135.0,75,512,56
42499,2,0.01284075000012308,364.0,29654.0,75,512,57
43011,2,0.01284075000012308,486.0,30174.0,75,512,58
