column0,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
2095,55,0.18591533300013907,211.0,8459.0,150,0.6,2048
2096,56,0.1889992500000517,211.0,8610.0,150,0.6,2048
2097,57,0.19212795800012827,211.0,8761.0,150,0.6,2048
2098,58,0.1952534580000247,211.0,8912.0,150,0.6,2048
2099,59,0.1983949580001081,211.0,9063.0,150,0.6,2048
2100,60,0.20151054200005092,211.0,9214.0,150,0.6,2048
2101,61,0.204625999999962,211.0,9365.0,150,0.6,2048
2102,62,0.20770549999997456,211.0,9516.0,150,0.6,2048
2103,63,0.21072995800000172,211.0,9667.0,150,0.6,2048
2104,64,0.21373270800017963,211.0,9818.0,150,0.6,2048
2105,65,0.21868120800013457,211.0,9969.0,150,0.6,2048
2106,66,0.2218201670000326,211.0,10120.0,150,0.6,2048
2107,67,0.22488237500010655,211.0,10271.0,150,0.6,2048
2108,68,0.2278889579999941,211.0,10422.0,150,0.6,2048
2109,69,0.2309442499999932,211.0,10573.0,150,0.6,2048
2110,70,0.2340948329999719,211.0,10724.0,150,0.6,2048
2111,71,0.2371659580001051,211.0,10875.0,150,0.6,2048
2112,72,0.24023875000011685,211.0,11026.0,150,0.6,2048
2113,73,0.24342516700016859,211.0,11177.0,150,0.6,2048
2114,74,0.24658579200013264,211.0,11328.0,150,0.6,2048
2115,75,0.2496563330000754,211.0,11479.0,150,0.6,2048
2116,76,0.2527714170000763,211.0,11630.0,150,0.6,2048
2117,77,0.2557910420000553,211.0,11781.0,150,0.6,2048
2118,78,0.2587601249999807,211.0,11932.0,150,0.6,2048
2119,79,0.26171508300012647,211.0,12083.0,150,0.6,2048
2120,80,0.2649689170000329,211.0,12234.0,150,0.6,2048
2121,81,0.2680467080001563,211.0,12385.0,150,0.6,2048
2122,82,0.27107262499998797,211.0,12536.0,150,0.6,2048
2123,83,0.27411541700007547,211.0,12687.0,150,0.6,2048
2124,84,0.27724270800013073,211.0,12838.0,150,0.6,2048
2125,85,0.2803852080000979,211.0,12989.0,150,0.6,2048
2126,86,0.2833678750000672,211.0,13140.0,150,0.6,2048
2127,87,0.28650616699997045,211.0,13291.0,150,0.6,2048
2128,88,0.2895667080001658,211.0,13442.0,150,0.6,2048
2129,89,0.2926871670001674,211.0,13593.0,150,0.6,2048
2130,90,0.2956669170000623,211.0,13744.0,150,0.6,2048
2131,91,0.2988297500000954,211.0,13895.0,150,0.6,2048
2132,92,0.3018037080000795,211.0,14046.0,150,0.6,2048
2133,93,0.3047544580001613,211.0,14197.0,150,0.6,2048
2134,94,0.30786508300002424,211.0,14348.0,150,0.6,2048
2135,95,0.31109937500013984,211.0,14499.0,150,0.6,2048
2136,96,0.3142218750001575,211.0,14650.0,150,0.6,2048
2137,97,0.31733379199999945,211.0,14801.0,150,0.6,2048
2138,98,0.320502875000102,211.0,14952.0,150,0.6,2048
2139,99,0.323511875000122,211.0,15103.0,150,0.6,2048
2140,100,0.326543958000002,211.0,15254.0,150,0.6,2048
2141,101,0.32949883300011606,211.0,15405.0,150,0.6,2048
2142,102,0.3326108750000003,211.0,15556.0,150,0.6,2048
2143,103,0.3356247500000791,211.0,15707.0,150,0.6,2048
2144,104,0.3386129580001125,211.0,15858.0,150,0.6,2048
2145,105,0.34165441699997245,211.0,16009.0,150,0.6,2048
2146,106,0.34487895799998114,211.0,16160.0,150,0.6,2048
2147,107,0.34787600000004204,211.0,16311.0,150,0.6,2048
2148,108,0.35081908300003306,211.0,16462.0,150,0.6,2048
2149,109,0.35399945800008936,211.0,16613.0,150,0.6,2048
2150,110,0.356976750000058,211.0,16764.0,150,0.6,2048
2151,111,0.3599208750001708,211.0,16915.0,150,0.6,2048
2152,112,0.36302329199997985,211.0,17066.0,150,0.6,2048
2153,113,0.36627616700002363,211.0,17217.0,150,0.6,2048
2154,114,0.3692852500000754,211.0,17368.0,150,0.6,2048
2155,115,0.3723240829999668,211.0,17519.0,150,0.6,2048
2156,116,0.3753106670001216,211.0,17670.0,150,0.6,2048
2157,117,0.3785282080000343,211.0,17821.0,150,0.6,2048
2158,118,0.3815395830001762,211.0,17972.0,150,0.6,2048
2159,119,0.3844976670000051,211.0,18123.0,150,0.6,2048
2160,120,0.38766437499998574,211.0,18274.0,150,0.6,2048
2161,121,0.3909577080000872,211.0,18425.0,150,0.6,2048
2162,122,0.39410333299997546,211.0,18576.0,150,0.6,2048
2163,123,0.3971447500000522,211.0,18727.0,150,0.6,2048
2164,124,0.40057966700010184,211.0,18878.0,150,0.6,2048
2165,125,0.40363191699998424,211.0,19029.0,150,0.6,2048
2166,126,0.4066661250001289,211.0,19180.0,150,0.6,2048
2167,127,0.4101615000001857,211.0,19331.0,150,0.6,2048
2168,128,0.4134920830001647,211.0,19482.0,150,0.6,2048
2169,129,0.41945079200013424,211.0,19633.0,150,0.6,2048
2170,130,0.4226949579999655,211.0,19784.0,150,0.6,2048
2171,131,0.42567045800001324,211.0,19935.0,150,0.6,2048
2172,132,0.428930457999968,211.0,20086.0,150,0.6,2048
2173,133,0.4320663329999661,211.0,20237.0,150,0.6,2048
2174,134,0.4351542080000854,211.0,20388.0,150,0.6,2048
2175,135,0.438229167000145,211.0,20539.0,150,0.6,2048
2176,136,0.44123541700014357,211.0,20690.0,150,0.6,2048
2177,137,0.44424079200007327,211.0,20841.0,150,0.6,2048
2178,138,0.4474030000001221,211.0,20992.0,150,0.6,2048
2179,139,0.4506426250000004,211.0,21143.0,150,0.6,2048
2180,140,0.45366483300017535,211.0,21294.0,150,0.6,2048
2181,141,0.45663004200014257,211.0,21445.0,150,0.6,2048
2182,142,0.4598211669999728,211.0,21596.0,150,0.6,2048
2183,143,0.4628998750001756,211.0,21747.0,150,0.6,2048
2184,144,0.4660190419999708,211.0,21898.0,150,0.6,2048
2185,145,0.4692215000000033,211.0,22049.0,150,0.6,2048
2186,146,0.472291499999983,211.0,22200.0,150,0.6,2048
2187,147,0.47532062499999483,211.0,22351.0,150,0.6,2048
2188,148,0.4786462920001213,211.0,22502.0,150,0.6,2048
2189,149,0.48173016700002336,211.0,22653.0,150,0.6,2048
2190,150,0.48485070800006724,211.0,22804.0,150,0.6,2048
2191,151,0.4881147080000119,211.0,22955.0,150,0.6,2048
2192,152,0.49123104199998124,211.0,23106.0,150,0.6,2048
2193,153,0.4942271669999627,211.0,23257.0,150,0.6,2048
2194,154,0.4972011250001742,211.0,23408.0,150,0.6,2048
2195,155,0.5004405829999996,211.0,23559.0,150,0.6,2048
2196,156,0.5037927500000023,211.0,23710.0,150,0.6,2048
2197,157,0.5067782500000249,211.0,23861.0,150,0.6,2048
2198,158,0.5099727500000881,211.0,24012.0,150,0.6,2048
2199,159,0.5130719170001612,211.0,24163.0,150,0.6,2048
2200,160,0.5160562080000091,211.0,24314.0,150,0.6,2048
2201,161,0.5192965420001201,211.0,24465.0,150,0.6,2048
2202,162,0.522450082999967,211.0,24616.0,150,0.6,2048
2203,163,0.5254404580000482,211.0,24767.0,150,0.6,2048
2204,164,0.5285303330001625,211.0,24918.0,150,0.6,2048
2205,165,0.5317017500001384,211.0,25069.0,150,0.6,2048
2206,166,0.5347272080000494,211.0,25220.0,150,0.6,2048
2207,167,0.5377617500000724,211.0,25371.0,150,0.6,2048
2208,168,0.5407976670001062,211.0,25522.0,150,0.6,2048
2209,169,0.5438278750000336,211.0,25673.0,150,0.6,2048
2210,170,0.5469532080001045,211.0,25824.0,150,0.6,2048
2211,171,0.5499676670001463,211.0,25975.0,150,0.6,2048
2212,172,0.5529874579999614,211.0,26126.0,150,0.6,2048
2213,173,0.5560413330001666,211.0,26277.0,150,0.6,2048
2214,174,0.5590431670000271,211.0,26428.0,150,0.6,2048
2215,175,0.5620632500001648,211.0,26579.0,150,0.6,2048
2216,176,0.5653772499999832,211.0,26730.0,150,0.6,2048
2217,177,0.5684215000001132,211.0,26881.0,150,0.6,2048
2218,178,0.5714852500000234,211.0,27032.0,150,0.6,2048
2219,179,0.5745085420001033,211.0,27183.0,150,0.6,2048
2220,180,0.5776291670001683,211.0,27334.0,150,0.6,2048
2221,181,0.5806584169999951,211.0,27485.0,150,0.6,2048
2222,182,0.583622792000142,211.0,27636.0,150,0.6,2048
2223,183,0.586611583000149,211.0,27787.0,150,0.6,2048
2224,184,0.5898879999999735,211.0,27938.0,150,0.6,2048
2225,185,0.5928796250000232,211.0,28089.0,150,0.6,2048
2226,186,0.5959033750000344,211.0,28240.0,150,0.6,2048
2227,187,0.598921042000029,211.0,28391.0,150,0.6,2048
2228,188,0.6019075420001627,211.0,28542.0,150,0.6,2048
2229,189,0.6049178750001829,211.0,28693.0,150,0.6,2048
2230,190,0.6079216670000278,211.0,28844.0,150,0.6,2048
2231,191,0.6110052080000514,211.0,28995.0,150,0.6,2048
2232,192,0.6140794580001057,211.0,29146.0,150,0.6,2048
2233,193,0.6170964580001055,211.0,29297.0,150,0.6,2048
2234,194,0.6201219170000059,211.0,29448.0,150,0.6,2048
2235,195,0.6231298330001209,211.0,29599.0,150,0.6,2048
2236,196,0.6261383329999717,211.0,29750.0,150,0.6,2048
2237,197,0.6291466669999863,211.0,29901.0,150,0.6,2048
2238,198,0.6321698330000345,211.0,30052.0,150,0.6,2048
2239,199,0.6352145000000746,211.0,30203.0,150,0.6,2048
2240,200,0.638226750000058,211.0,30354.0,150,0.6,2048
2241,201,0.6412526250001065,211.0,30505.0,150,0.6,2048
2242,202,0.6443577500001538,211.0,30656.0,150,0.6,2048
2243,203,0.6475275830000555,211.0,30807.0,150,0.6,2048
2244,204,0.6505124170000727,211.0,30958.0,150,0.6,2048
2245,205,0.6534840829999666,211.0,31109.0,150,0.6,2048
2246,206,0.6566534170001432,211.0,31260.0,150,0.6,2048
2247,207,0.6597273330000917,211.0,31411.0,150,0.6,2048
2248,208,0.6628180420000263,211.0,31562.0,150,0.6,2048
2249,209,0.6658331670000734,211.0,31713.0,150,0.6,2048
2250,210,0.6688632919999691,211.0,31864.0,150,0.6,2048
2251,211,0.671878167000159,211.0,32015.0,150,0.6,2048
2252,212,0.6749430419999953,211.0,32166.0,150,0.6,2048
2253,213,0.678075083000067,211.0,32317.0,150,0.6,2048
2254,214,0.6810166669999944,211.0,32468.0,150,0.6,2048
2255,215,0.6839702080001189,211.0,32619.0,150,0.6,2048
2256,216,0.6870419580000089,211.0,32770.0,150,0.6,2048
2257,217,0.6903771670001788,211.0,32921.0,150,0.6,2048
2258,218,0.6935155420001138,211.0,33072.0,150,0.6,2048
2259,219,0.6965857920001781,211.0,33223.0,150,0.6,2048
2260,220,0.6996384170001875,211.0,33374.0,150,0.6,2048
2261,221,0.7026966250000442,211.0,33525.0,150,0.6,2048
2262,222,0.705735666999999,211.0,33676.0,150,0.6,2048
2263,223,0.7087743750000755,211.0,33827.0,150,0.6,2048
2264,224,0.711877917000038,211.0,33978.0,150,0.6,2048
2265,225,0.715095250000104,211.0,34129.0,150,0.6,2048
2266,226,0.7181021670000973,211.0,34280.0,150,0.6,2048
2267,227,0.7210696250001547,211.0,34431.0,150,0.6,2048
2268,228,0.724308542000017,211.0,34582.0,150,0.6,2048
2269,229,0.7274497079999946,211.0,34733.0,150,0.6,2048
2270,230,0.7305087500001264,211.0,34884.0,150,0.6,2048
2271,231,0.7335662919999777,211.0,35035.0,150,0.6,2048
2272,232,0.7366135419999864,211.0,35186.0,150,0.6,2048
2273,233,0.7396698750001178,211.0,35337.0,150,0.6,2048
2274,234,0.7427155000000312,211.0,35488.0,150,0.6,2048
2275,235,0.7457725000001574,211.0,35639.0,150,0.6,2048
2276,236,0.7487834580001618,211.0,35790.0,150,0.6,2048
2277,237,0.751758332999998,211.0,35941.0,150,0.6,2048
2278,238,0.7550549170000522,211.0,36092.0,150,0.6,2048
2279,239,0.7581967920000352,211.0,36243.0,150,0.6,2048
2280,240,0.7612119580001036,211.0,36394.0,150,0.6,2048
2281,241,0.7643048330000966,211.0,36545.0,150,0.6,2048
2282,242,0.7673542080001425,211.0,36696.0,150,0.6,2048
2283,243,0.770405958000083,211.0,36847.0,150,0.6,2048
2284,244,0.7735777919999691,211.0,36998.0,150,0.6,2048
2285,245,0.7766663750001044,211.0,37149.0,150,0.6,2048
2286,246,0.7797905830000218,211.0,37300.0,150,0.6,2048
2287,247,0.782846667000058,211.0,37451.0,150,0.6,2048
2288,248,0.7862310830000752,211.0,37602.0,150,0.6,2048
2289,249,0.7894722080000065,211.0,37753.0,150,0.6,2048
2290,250,0.7931626670001606,211.0,37904.0,150,0.6,2048
2291,251,0.7965426670000397,211.0,38055.0,150,0.6,2048
2292,252,0.7996976250001353,211.0,38206.0,150,0.6,2048
2293,253,0.8035524580000128,211.0,38357.0,150,0.6,2048
2294,254,0.806768583000121,211.0,38508.0,150,0.6,2048
2295,255,0.8099952080001458,211.0,38659.0,150,0.6,2048
2296,256,0.8140581249999741,211.0,38810.0,150,0.6,2048
2297,257,0.820705167000142,211.0,38961.0,150,0.6,2048
2298,258,0.8241840420000699,211.0,39112.0,150,0.6,2048
2299,259,0.8277135830001043,211.0,39263.0,150,0.6,2048
2300,260,0.83109433300001,211.0,39414.0,150,0.6,2048
2301,261,0.8345118750000893,211.0,39565.0,150,0.6,2048
2302,262,0.8382735830000456,211.0,39716.0,150,0.6,2048
2303,263,0.841757083000175,211.0,39867.0,150,0.6,2048
2304,264,0.8450097080001342,211.0,40018.0,150,0.6,2048
2305,265,0.8484310420001293,211.0,40169.0,150,0.6,2048
2306,266,0.8527071670000623,211.0,40320.0,150,0.6,2048
2307,267,0.8562777500001175,211.0,40471.0,150,0.6,2048
2308,268,0.8595876670001417,211.0,40622.0,150,0.6,2048
2309,269,0.8627015829999891,211.0,40773.0,150,0.6,2048
2310,270,0.8657908330001192,211.0,40924.0,150,0.6,2048
2311,271,0.868960417000153,211.0,41075.0,150,0.6,2048
2312,272,0.8725455420001254,211.0,41226.0,150,0.6,2048
2313,273,0.8779650000001311,211.0,41377.0,150,0.6,2048
2314,274,0.8813668330001292,211.0,41528.0,150,0.6,2048
2315,275,0.8866645830000834,211.0,41679.0,150,0.6,2048
2316,276,0.8904224170000816,211.0,41830.0,150,0.6,2048
2317,277,0.8940589170001658,211.0,41981.0,150,0.6,2048
2318,278,0.8976163330000873,211.0,42132.0,150,0.6,2048
2319,279,0.9013537079999878,211.0,42283.0,150,0.6,2048
2320,280,0.9054422080000677,211.0,42434.0,150,0.6,2048
2321,281,0.9092680830001427,211.0,42585.0,150,0.6,2048
2322,282,0.9130157080001027,211.0,42736.0,150,0.6,2048
2323,283,0.9162619580001774,211.0,42887.0,150,0.6,2048
2324,284,0.9196053330001632,211.0,43038.0,150,0.6,2048
2325,285,0.9229822500001319,211.0,43189.0,150,0.6,2048
2326,286,0.9264604170000439,211.0,43340.0,150,0.6,2048
2327,287,0.9300890419999632,211.0,43491.0,150,0.6,2048
2328,288,0.9333731670001271,211.0,43642.0,150,0.6,2048
2329,289,0.9366720420000547,211.0,43793.0,150,0.6,2048
2330,290,0.940231625000024,211.0,43944.0,150,0.6,2048
2331,291,0.9441078330000892,211.0,44095.0,150,0.6,2048
2332,292,0.947514917000035,211.0,44246.0,150,0.6,2048
2333,293,0.9515146250000726,211.0,44397.0,150,0.6,2048
2334,294,0.9547270830000798,211.0,44548.0,150,0.6,2048
2335,295,0.9579139170000417,211.0,44699.0,150,0.6,2048
2336,296,0.9612057500000901,211.0,44850.0,150,0.6,2048
2337,297,0.9647061250000206,211.0,45001.0,150,0.6,2048
2338,298,0.9686600420000104,211.0,45152.0,150,0.6,2048
2339,299,0.9722367080000822,211.0,45303.0,150,0.6,2048
2340,300,0.9755573750001076,211.0,45454.0,150,0.6,2048
2341,301,0.9793654580000748,211.0,45605.0,150,0.6,2048
2342,302,0.9827764999999999,211.0,45756.0,150,0.6,2048
2343,303,0.9862239170001885,211.0,45907.0,150,0.6,2048
2344,304,0.9898590830000558,211.0,46058.0,150,0.6,2048
2345,305,0.993400875000134,211.0,46209.0,150,0.6,2048
2346,306,0.9967014999999719,211.0,46360.0,150,0.6,2048
2347,307,0.9999115420000635,211.0,46511.0,150,0.6,2048
2348,308,1.0031536250000954,211.0,46662.0,150,0.6,2048
2349,309,1.0063657919999969,211.0,46813.0,150,0.6,2048
2350,310,1.0104870420000225,211.0,46964.0,150,0.6,2048
2351,311,1.0146780830000353,211.0,47115.0,150,0.6,2048
2352,312,1.0180620420001105,211.0,47266.0,150,0.6,2048
2353,313,1.0217597079999905,211.0,47417.0,150,0.6,2048
2354,314,1.0250757080000312,211.0,47568.0,150,0.6,2048
2355,315,1.0282848330000434,211.0,47719.0,150,0.6,2048
2356,316,1.03170262499998,211.0,47870.0,150,0.6,2048
2357,317,1.034933207999984,211.0,48021.0,150,0.6,2048
2358,318,1.0381147919999876,211.0,48172.0,150,0.6,2048
2359,319,1.041439875000151,211.0,48323.0,150,0.6,2048
2360,320,1.0450284170001396,211.0,48474.0,150,0.6,2048
2361,321,1.0482714580000447,211.0,48625.0,150,0.6,2048
2362,322,1.0520680419999735,211.0,48776.0,150,0.6,2048
2363,323,1.0554770830001416,211.0,48927.0,150,0.6,2048
2364,324,1.0586888750001435,211.0,49078.0,150,0.6,2048
2365,325,1.0617114169999695,211.0,49229.0,150,0.6,2048
2366,326,1.0651070000001255,211.0,49380.0,150,0.6,2048
2367,327,1.068372208000028,211.0,49531.0,150,0.6,2048
2368,328,1.0715452920001098,211.0,49682.0,150,0.6,2048
2369,329,1.0752911670001595,211.0,49833.0,150,0.6,2048
2370,330,1.0786263750001126,211.0,49984.0,150,0.6,2048
2371,331,1.0820742920000157,211.0,50135.0,150,0.6,2048
2372,332,1.0853914580000037,211.0,50286.0,150,0.6,2048
2373,333,1.0888170420000733,211.0,50437.0,150,0.6,2048
2374,334,1.0921190000001388,211.0,50588.0,150,0.6,2048
2375,335,1.0954011250000804,211.0,50739.0,150,0.6,2048
2376,336,1.098918125000182,211.0,50890.0,150,0.6,2048
2377,337,1.1022342080000271,211.0,51041.0,150,0.6,2048
2378,338,1.1056096670001807,211.0,51192.0,150,0.6,2048
2379,339,1.1093672500001048,211.0,51343.0,150,0.6,2048
2380,340,1.1126524580001842,211.0,51494.0,150,0.6,2048
2381,341,1.116075832999968,211.0,51645.0,150,0.6,2048
2382,342,1.119343125000114,211.0,51796.0,150,0.6,2048
2383,343,1.1224056250000558,211.0,51947.0,150,0.6,2048
2384,344,1.1256147920000785,211.0,52098.0,150,0.6,2048
2385,345,1.1287129170000298,211.0,52249.0,150,0.6,2048
2386,346,1.1317750000000615,211.0,52400.0,150,0.6,2048
2387,347,1.1348142080000798,211.0,52551.0,150,0.6,2048
2388,348,1.138067417000002,211.0,52702.0,150,0.6,2048
2389,349,1.141225625000061,211.0,52853.0,150,0.6,2048
2390,350,1.1443677500001286,211.0,53004.0,150,0.6,2048
2391,351,1.1476325420001103,211.0,53155.0,150,0.6,2048
2392,352,1.1506627920000483,211.0,53306.0,150,0.6,2048
2393,353,1.1536359579999953,211.0,53457.0,150,0.6,2048
2394,354,1.1573702079999748,211.0,53608.0,150,0.6,2048
2395,355,1.1605034169999726,211.0,53759.0,150,0.6,2048
2396,356,1.1643550000001142,211.0,53910.0,150,0.6,2048
2397,357,1.1677501250001114,211.0,54061.0,150,0.6,2048
2398,358,1.1710101250000662,211.0,54212.0,150,0.6,2048
2399,359,1.1740819169999668,211.0,54363.0,150,0.6,2048
2400,360,1.1776827920000414,211.0,54514.0,150,0.6,2048
2401,361,1.1808883329999844,211.0,54665.0,150,0.6,2048
2402,362,1.1839792079999825,211.0,54816.0,150,0.6,2048
2403,363,1.1870364170001722,211.0,54967.0,150,0.6,2048
2404,364,1.1902899169999728,211.0,55118.0,150,0.6,2048
2405,365,1.1934111250000115,211.0,55269.0,150,0.6,2048
2406,366,1.1964203330001055,211.0,55420.0,150,0.6,2048
2407,367,1.1997957920000317,211.0,55571.0,150,0.6,2048
2408,368,1.2030106670001715,211.0,55722.0,150,0.6,2048
2409,369,1.206156625000176,211.0,55873.0,150,0.6,2048
2410,370,1.209317917000135,211.0,56024.0,150,0.6,2048
2411,371,1.2124957500000164,211.0,56175.0,150,0.6,2048
2412,372,1.2155475419999675,211.0,56326.0,150,0.6,2048
2413,373,1.218793542000185,211.0,56477.0,150,0.6,2048
2414,374,1.2219179170001553,211.0,56628.0,150,0.6,2048
2415,375,1.2249087920001784,211.0,56779.0,150,0.6,2048
2416,376,1.2280649580000045,211.0,56930.0,150,0.6,2048
2417,377,1.2314433750000262,211.0,57081.0,150,0.6,2048
2418,378,1.2345845830000144,211.0,57232.0,150,0.6,2048
2419,379,1.2376287500001126,211.0,57383.0,150,0.6,2048
2420,380,1.2406893750001018,211.0,57534.0,150,0.6,2048
2421,381,1.2439745830001812,211.0,57685.0,150,0.6,2048
2422,382,1.2471486250001362,211.0,57836.0,150,0.6,2048
2423,383,1.25021295800002,211.0,57987.0,150,0.6,2048
2424,384,1.2535838329999933,211.0,58138.0,150,0.6,2048
2425,385,1.2566431249999823,211.0,58289.0,150,0.6,2048
2426,386,1.2596876669999801,211.0,58440.0,150,0.6,2048
2427,387,1.262743750000027,211.0,58591.0,150,0.6,2048
2428,388,1.2660169580001366,211.0,58742.0,150,0.6,2048
2429,389,1.2690824580001845,211.0,58893.0,150,0.6,2048
2430,390,1.2721414580000783,211.0,59044.0,150,0.6,2048
2431,391,1.2751707080001324,211.0,59195.0,150,0.6,2048
2432,392,1.2787726250001015,211.0,59346.0,150,0.6,2048
2433,393,1.2819368750001559,211.0,59497.0,150,0.6,2048
2434,394,1.2851503330000469,211.0,59648.0,150,0.6,2048
2435,395,1.2882344170000124,211.0,59799.0,150,0.6,2048
2436,396,1.291407417000073,211.0,59950.0,150,0.6,2048
2437,397,1.294538083000134,211.0,60101.0,150,0.6,2048
2438,398,1.2976019170000654,211.0,60252.0,150,0.6,2048
2439,399,1.300688958000137,211.0,60403.0,150,0.6,2048
2440,400,1.3037999170001058,211.0,60554.0,150,0.6,2048
2441,401,1.306829332999996,211.0,60705.0,150,0.6,2048
2442,402,1.309885708000138,211.0,60856.0,150,0.6,2048
2443,403,1.3131179169999996,211.0,61007.0,150,0.6,2048
2444,404,1.3163041249999878,211.0,61158.0,150,0.6,2048
2445,405,1.3195243330001176,211.0,61309.0,150,0.6,2048
2446,406,1.3228493750000325,211.0,61460.0,150,0.6,2048
2447,407,1.3261938330001612,211.0,61611.0,150,0.6,2048
2448,408,1.329505250000011,211.0,61762.0,150,0.6,2048
2449,409,1.332959917000153,211.0,61913.0,150,0.6,2048
2450,410,1.3363058330000968,211.0,62064.0,150,0.6,2048
2451,411,1.339408917000128,211.0,62215.0,150,0.6,2048
2452,412,1.3428634169999896,211.0,62366.0,150,0.6,2048
2453,413,1.3461173330001657,211.0,62517.0,150,0.6,2048
2454,414,1.3491696250000587,211.0,62668.0,150,0.6,2048
2455,415,1.3522110420001354,211.0,62819.0,150,0.6,2048
2456,416,1.3552091670001118,211.0,62970.0,150,0.6,2048
2457,417,1.3582072080000671,211.0,63121.0,150,0.6,2048
2458,418,1.3613634170001205,211.0,63272.0,150,0.6,2048
2459,419,1.3646373330000188,211.0,63423.0,150,0.6,2048
2460,420,1.3677076670001043,211.0,63574.0,150,0.6,2048
2461,421,1.3707493330000489,211.0,63725.0,150,0.6,2048
2462,422,1.3739833330000693,211.0,63876.0,150,0.6,2048
2463,423,1.3772098330000517,211.0,64027.0,150,0.6,2048
2464,424,1.3803529580000031,211.0,64178.0,150,0.6,2048
2465,425,1.3837563330000648,211.0,64329.0,150,0.6,2048
2466,426,1.3867640420000953,211.0,64480.0,150,0.6,2048
2467,427,1.389767792000157,211.0,64631.0,150,0.6,2048
2468,428,1.393088083000066,211.0,64782.0,150,0.6,2048
2469,429,1.3962499169999774,211.0,64933.0,150,0.6,2048
2470,430,1.3993661250001423,211.0,65084.0,150,0.6,2048
2471,431,1.4024815000000217,211.0,65235.0,150,0.6,2048
2472,432,1.4055667080001513,211.0,65386.0,150,0.6,2048
2473,433,1.4088115829999879,211.0,65537.0,150,0.6,2048
2474,434,1.4120265000001382,211.0,65688.0,150,0.6,2048
2475,435,1.4151968329999818,211.0,65839.0,150,0.6,2048
