column0,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
6351,0,0.0026753750003081223,453.0,200.0,200,0.5,2048
6352,1,0.008187124999949447,514.0,402.0,200,0.5,2048
6353,2,0.013488333000168495,539.0,604.0,200,0.5,2048
6354,3,0.01784608300022228,547.0,806.0,200,0.5,2048
6355,4,0.021002542000132962,554.0,1008.0,200,0.5,2048
6356,5,0.025400750000244443,565.0,1210.0,200,0.5,2048
6357,6,0.02846804199998587,576.0,1412.0,200,0.5,2048
6358,7,0.03157133300010173,576.0,1613.0,200,0.5,2048
6359,8,0.03466658300021663,576.0,1814.0,200,0.5,2048
6360,9,0.03925058300001183,591.0,2016.0,200,0.5,2048
6361,10,0.04243162500006292,591.0,2217.0,200,0.5,2048
6362,11,0.045551125000201864,611.0,2419.0,200,0.5,2048
6363,12,0.0487143330001345,619.0,2621.0,200,0.5,2048
6364,13,0.051841167000020505,619.0,2822.0,200,0.5,2048
6365,14,0.05507266700033142,619.0,3023.0,200,0.5,2048
6366,15,0.05827620800027944,627.0,3225.0,200,0.5,2048
6367,16,0.061406833000091865,627.0,3426.0,200,0.5,2048
6368,17,0.06613262500013661,627.0,3627.0,200,0.5,2048
6369,18,0.0691740000002028,627.0,3828.0,200,0.5,2048
6370,19,0.07219008300035057,627.0,4029.0,200,0.5,2048
6371,20,0.07521475000021383,627.0,4230.0,200,0.5,2048
6372,21,0.07821283300017967,627.0,4431.0,200,0.5,2048
6373,22,0.08124270799999067,627.0,4632.0,200,0.5,2048
6374,23,0.0843222080002306,629.0,4834.0,200,0.5,2048
6375,24,0.08771916700015936,629.0,5035.0,200,0.5,2048
6376,25,0.09086433300035424,629.0,5236.0,200,0.5,2048
6377,26,0.09397054200007915,630.0,5438.0,200,0.5,2048
6378,27,0.09711254200010444,630.0,5639.0,200,0.5,2048
6379,28,0.10023537500001112,630.0,5840.0,200,0.5,2048
6380,29,0.10333779200027493,630.0,6041.0,200,0.5,2048
6381,30,0.1064716670002781,630.0,6242.0,200,0.5,2048
6382,31,0.10958950000031109,631.0,6444.0,200,0.5,2048
6383,32,0.11288837500023874,632.0,6646.0,200,0.5,2048
6384,33,0.1178531670002485,632.0,6847.0,200,0.5,2048
6385,34,0.12088670799994361,632.0,7048.0,200,0.5,2048
6386,35,0.12399433300015517,636.0,7250.0,200,0.5,2048
6387,36,0.12713366700018014,636.0,7451.0,200,0.5,2048
6388,37,0.13023000000021057,636.0,7652.0,200,0.5,2048
6389,38,0.13320645800013153,636.0,7853.0,200,0.5,2048
6390,39,0.13620320800009722,637.0,8055.0,200,0.5,2048
6391,40,0.13919429199995648,639.0,8257.0,200,0.5,2048
6392,41,0.1424193330003618,639.0,8458.0,200,0.5,2048
6393,42,0.14562079200004518,639.0,8659.0,200,0.5,2048
6394,43,0.14873808300035307,639.0,8860.0,200,0.5,2048
6395,44,0.1518751250000605,639.0,9061.0,200,0.5,2048
6396,45,0.15501204200018037,642.0,9263.0,200,0.5,2048
6397,46,0.1582124169999588,642.0,9464.0,200,0.5,2048
6398,47,0.16123233300004358,642.0,9665.0,200,0.5,2048
6399,48,0.16423400000030597,642.0,9866.0,200,0.5,2048
6400,49,0.16722420800033433,642.0,10067.0,200,0.5,2048
6401,50,0.1702339580001535,642.0,10268.0,200,0.5,2048
6402,51,0.17323866700007784,644.0,10470.0,200,0.5,2048
6403,52,0.1762358750002022,644.0,10671.0,200,0.5,2048
6404,53,0.17929570800015426,644.0,10872.0,200,0.5,2048
6405,54,0.18240808300015487,644.0,11073.0,200,0.5,2048
6406,55,0.18543558300007135,644.0,11274.0,200,0.5,2048
6407,56,0.18844450000005963,644.0,11475.0,200,0.5,2048
6408,57,0.19153012500009936,644.0,11676.0,200,0.5,2048
6409,58,0.19461887500028752,644.0,11877.0,200,0.5,2048
6410,59,0.19792058300026838,644.0,12078.0,200,0.5,2048
6411,60,0.2010572500003036,644.0,12279.0,200,0.5,2048
6412,61,0.2041704580001351,644.0,12480.0,200,0.5,2048
6413,62,0.207230833000267,644.0,12681.0,200,0.5,2048
6414,63,0.21032358299999032,644.0,12882.0,200,0.5,2048
6415,64,0.21343416700028683,644.0,13083.0,200,0.5,2048
6416,65,0.21877904200027842,644.0,13284.0,200,0.5,2048
6417,66,0.22183412499998667,644.0,13485.0,200,0.5,2048
6418,67,0.22497050000038143,644.0,13686.0,200,0.5,2048
6419,68,0.22811500000034357,644.0,13887.0,200,0.5,2048
6420,69,0.23126900000033856,644.0,14088.0,200,0.5,2048
