column0,Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart
0,0,7.499999998117346e-05,177.0,0.0,25,512,0
1,1,0.0034012919999781843,177.0,1.0,25,512,0
513,1,0.0034012919999781843,111.0,517.0,25,512,1
1025,1,0.0034012919999781843,110.0,1033.0,25,512,2
1537,1,0.0034012919999781843,107.0,1553.0,25,512,3
2049,1,0.0034012919999781843,145.0,2072.0,25,512,4
2561,1,0.0034012919999781843,144.0,2587.0,25,512,5
3073,1,0.0034012919999781843,115.0,3106.0,25,512,6
3585,1,0.0034012919999781843,101.0,3625.0,25,512,7
4097,1,0.0034012919999781843,80.0,4142.0,25,512,8
4609,1,0.0034012919999781843,160.0,4665.0,25,512,9
5121,1,0.0034012919999781843,150.0,5181.0,25,512,10
5633,1,0.0034012919999781843,102.0,5698.0,25,512,11
6145,1,0.0034012919999781843,125.0,6215.0,25,512,12
6657,1,0.0034012919999781843,114.0,6736.0,25,512,13
7169,1,0.0034012919999781843,147.0,7257.0,25,512,14
7681,1,0.0034012919999781843,79.0,7773.0,25,512,15
8193,1,0.0034012919999781843,148.0,8293.0,25,512,16
8705,1,0.0034012919999781843,151.0,8808.0,25,512,17
9217,1,0.0034012919999781843,128.0,9322.0,25,512,18
9729,1,0.0034012919999781843,166.0,9841.0,25,512,19
10241,1,0.0034012919999781843,131.0,10357.0,25,512,20
10753,1,0.0034012919999781843,148.0,10872.0,25,512,21
11265,1,0.0034012919999781843,98.0,11389.0,25,512,22
11777,1,0.0034012919999781843,122.0,11908.0,25,512,23
12289,1,0.0034012919999781843,100.0,12428.0,25,512,24
12801,1,0.0034012919999781843,98.0,12947.0,25,512,25
2,2,0.005234583999992992,182.0,3.0,25,512,0
514,2,0.005234583999992992,123.0,519.0,25,512,1
1026,2,0.005234583999992992,110.0,1034.0,25,512,2
1538,2,0.005234583999992992,107.0,1554.0,25,512,3
2050,2,0.005234583999992992,151.0,2074.0,25,512,4
2562,2,0.005234583999992992,152.0,2589.0,25,512,5
3074,2,0.005234583999992992,115.0,3107.0,25,512,6
